"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
8.350422790E-1,3.742437333E1,-1.221711567E2,2.893960074E1,3.036861122E-2,3.445700073E2,2.000000000E0,2.950000000E1
1.335042279E0,3.742437333E1,-1.221711567E2,2.893960074E1,2.429488897E-1,2.671999931E1,2.000000000E0,2.029999924E1
1.864042279E0,3.742437500E1,-1.221711567E2,2.893959624E1,3.438344300E-1,6.570000172E0,2.000000000E0,1.589999962E1
2.364042279E0,3.742437667E1,-1.221711567E2,2.893959174E1,5.898716450E-1,5.420000076E0,2.099999905E0,1.230000019E1
2.864042279E0,3.742437667E1,-1.221711633E2,2.883960535E1,5.939894319E-1,3.297399902E2,2.099999905E0,1.219999981E1
3.364042279E0,3.742437167E1,-1.221711733E2,2.863963925E1,8.070844412E-1,3.233699951E2,1.899999976E0,1.239999962E1
3.864042279E0,3.742436667E1,-1.221711900E2,2.863968677E1,7.967900038E-1,3.101700134E2,1.799999952E0,1.269999981E1
4.864042279E0,3.742436167E1,-1.221712067E2,2.863973428E1,8.389972448E-1,2.981799927E2,1.799999952E0,1.310000038E1
5.864042279E0,3.742435333E1,-1.221712150E2,2.873977378E1,2.465519458E-1,2.803099976E2,1.700000048E0,1.539999962E1
6.864042279E0,3.742435333E1,-1.221712250E2,2.883979419E1,5.404583365E-2,2.420700073E2,1.600000024E0,1.410000038E1
7.864042279E0,3.742435167E1,-1.221712333E2,2.913981570E1,2.264777757E-2,2.004400024E2,1.500000000E0,1.260000038E1
8.864042279E0,3.742435000E1,-1.221712383E2,2.933983041E1,6.125194579E-2,2.443399963E2,1.500000000E0,1.289999962E1
9.864042279E0,3.742435000E1,-1.221712433E2,2.963984061E1,2.058888972E-2,2.139900055E2,1.500000000E0,1.219999981E1
1.086404228E1,3.742434833E1,-1.221712467E2,2.983985191E1,5.198694393E-2,2.176000061E2,1.399999976E0,1.260000038E1
1.186404228E1,3.742434833E1,-1.221712467E2,3.003985191E1,4.581027851E-2,2.511799927E2,1.399999976E0,1.239999962E1
1.286404228E1,3.742434667E1,-1.221712483E2,3.023985981E1,6.125194579E-2,2.558800049E2,1.399999976E0,1.219999981E1
1.386404228E1,3.742434667E1,-1.221712483E2,3.033985981E1,1.029444486E-2,3.377699890E2,1.399999976E0,1.210000038E1
1.486404228E1,3.742434667E1,-1.221712483E2,3.053985981E1,2.316249907E-2,3.438699951E2,1.299999952E0,1.180000019E1
1.586404228E1,3.742434667E1,-1.221712483E2,3.063985981E1,2.625083365E-2,2.099999905E0,1.299999952E0,1.219999981E1
1.686404228E1,3.742434667E1,-1.221712483E2,3.073985981E1,1.647111028E-2,4.724000168E1,1.299999952E0,1.200000000E1
1.786404228E1,3.742434667E1,-1.221712483E2,3.063985981E1,6.176666822E-3,3.528399963E2,1.299999952E0,1.200000000E1
1.886404228E1,3.742434667E1,-1.221712467E2,3.073985641E1,1.492694486E-2,2.188300018E2,1.299999952E0,1.200000000E1
1.986404228E1,3.742434833E1,-1.221712450E2,3.063984851E1,3.191277757E-2,1.081399994E2,1.299999952E0,1.269999981E1
2.086404228E1,3.742434833E1,-1.221712450E2,3.073984851E1,2.522138879E-2,2.041199951E2,1.299999952E0,1.269999981E1
2.186404228E1,3.742434833E1,-1.221712450E2,3.073984851E1,2.316249907E-2,2.349199982E2,1.299999952E0,1.219999981E1
2.286404228E1,3.742434833E1,-1.221712433E2,3.063984511E1,1.750055514E-2,1.083399963E2,1.299999952E0,1.210000038E1
2.386404228E1,3.742435000E1,-1.221712433E2,3.063984061E1,2.213305607E-2,1.127099991E2,1.299999952E0,1.189999962E1
2.486404228E1,3.742435167E1,-1.221712417E2,3.063983271E1,2.213305607E-2,1.152900009E2,1.299999952E0,1.200000000E1
2.586404228E1,3.742435167E1,-1.221712417E2,3.063983271E1,2.316249907E-2,1.617400055E2,1.299999952E0,1.180000019E1
2.686404228E1,3.742435333E1,-1.221712417E2,3.053982821E1,2.264777757E-2,2.054000092E1,1.299999952E0,1.180000019E1
2.786404228E1,3.742435500E1,-1.221712400E2,3.033982031E1,2.419194393E-2,3.403500061E2,1.299999952E0,1.160000038E1
2.886404228E1,3.742435667E1,-1.221712400E2,3.023981582E1,2.522138879E-2,1.203799973E2,1.299999952E0,1.289999962E1
2.986404228E1,3.742435667E1,-1.221712417E2,3.003981922E1,2.316249907E-2,2.986400146E2,1.299999952E0,1.219999981E1
3.086404228E1,3.742435833E1,-1.221712433E2,2.993981812E1,2.316249907E-2,2.744700012E2,1.299999952E0,1.239999962E1
