"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
1.270869475E0,3.742436167E1,-1.221711933E2,2.873970706E1,6.279610842E-2,1.077799988E2,1.899999976E0,6.409999847E1
1.770869475E0,3.742436167E1,-1.221711933E2,2.873970706E1,1.518430561E-1,1.076200027E2,1.899999976E0,1.280000019E1
2.270869475E0,3.742436000E1,-1.221712033E2,2.883973197E1,7.617888600E-2,1.402899933E2,2.099999905E0,1.289999962E1
2.770869475E0,3.742436000E1,-1.221712050E2,2.883973538E1,1.353719383E-1,2.247799988E2,2.400000095E0,1.319999981E1
3.270869475E0,3.742435833E1,-1.221712067E2,2.883974328E1,4.750885963E-1,2.351699982E2,2.500000000E0,1.339999962E1
3.770869475E0,3.742435833E1,-1.221712183E2,2.903976709E1,3.319958448E-1,2.346699982E2,2.200000048E0,1.430000019E1
4.770869475E0,3.742435333E1,-1.221712283E2,2.943980100E1,1.333130598E-1,2.655199890E2,2.099999905E0,1.439999962E1
5.770869475E0,3.742435667E1,-1.221712333E2,2.963980221E1,2.944211066E-1,1.912000084E1,2.000000000E0,1.430000019E1
6.770869475E0,3.742436000E1,-1.221712417E2,2.963981022E1,2.800088823E-1,3.208699951E2,1.899999976E0,1.330000019E1
8.447869475E0,3.742435833E1,-1.221712433E2,2.953981812E1,1.930208355E-1,2.393200073E2,1.799999952E0,1.330000019E1
9.447869475E0,3.742435500E1,-1.221712483E2,2.943983732E1,8.184083551E-2,2.832300110E2,1.799999952E0,1.250000000E1
1.044786948E1,3.742435167E1,-1.221712550E2,2.933985993E1,9.573833644E-2,2.593399963E2,1.700000048E0,1.219999981E1
1.144786948E1,3.742435000E1,-1.221712567E2,2.933986783E1,2.367722243E-2,1.156299973E2,1.700000048E0,1.219999981E1
1.244786948E1,3.742434833E1,-1.221712583E2,2.953987573E1,9.470888972E-2,7.405000305E1,1.600000024E0,1.160000038E1
1.344586948E1,3.742434167E1,-1.221712650E2,2.953990733E1,6.279610842E-2,3.559899902E2,1.600000024E0,1.119999981E1
1.444586948E1,3.742433833E1,-1.221712717E2,2.933992993E1,5.610472336E-2,3.130799866E2,1.500000000E0,1.130000019E1
1.544586948E1,3.742433667E1,-1.221712750E2,2.923994124E1,5.095750093E-2,2.722799988E2,1.500000000E0,1.089999962E1
1.644586948E1,3.742433833E1,-1.221712767E2,2.923994014E1,4.683972150E-2,3.017099915E2,1.399999976E0,1.069999981E1
1.744586948E1,3.742433833E1,-1.221712750E2,2.913993674E1,9.213528037E-2,3.328800049E2,1.399999976E0,1.069999981E1
1.844586948E1,3.742434000E1,-1.221712767E2,2.913993564E1,7.309055328E-2,3.368099976E2,1.399999976E0,1.030000019E1
1.944586948E1,3.742434000E1,-1.221712783E2,2.903993904E1,3.911888972E-2,1.882899933E2,1.399999976E0,1.039999962E1
2.044586948E1,3.742434000E1,-1.221712800E2,2.903994245E1,1.801527850E-2,2.435700073E2,1.399999976E0,1.019999981E1
2.144586948E1,3.742434000E1,-1.221712800E2,2.903994245E1,5.610472336E-2,3.464800110E2,1.399999976E0,1.000000000E1
2.244586948E1,3.742433833E1,-1.221712817E2,2.903995035E1,5.764888972E-2,2.258699951E2,1.399999976E0,1.000000000E1
2.344586948E1,3.742433833E1,-1.221712850E2,2.893995715E1,6.279610842E-2,2.012899933E2,1.399999976E0,1.010000038E1
2.444586948E1,3.742433833E1,-1.221712867E2,2.893996055E1,6.691388786E-2,1.756799927E2,1.399999976E0,9.899999619E0
2.544586948E1,3.742433833E1,-1.221712867E2,2.893996055E1,6.639916450E-2,1.148600006E2,1.399999976E0,1.000000000E1
2.644586948E1,3.742433833E1,-1.221712867E2,2.883996055E1,7.154639065E-2,1.381199951E2,1.399999976E0,1.019999981E1
2.744586948E1,3.742433833E1,-1.221712867E2,2.883996055E1,7.566417009E-2,1.501999969E2,1.399999976E0,1.210000038E1
2.844586948E1,3.742434000E1,-1.221712850E2,2.873995265E1,7.514944673E-2,1.394499969E2,1.399999976E0,1.239999962E1
2.944586948E1,3.742434333E1,-1.221712850E2,2.873994366E1,7.514944673E-2,9.870999908E1,1.399999976E0,1.189999962E1
3.044586948E1,3.742434333E1,-1.221712850E2,2.873994366E1,7.926721871E-2,1.212600021E2,1.399999976E0,1.239999962E1
3.144586948E1,3.742434667E1,-1.221712833E2,2.873993126E1,8.698805422E-2,9.615000153E1,1.399999976E0,1.289999962E1
3.244586948E1,3.742434500E1,-1.221712767E2,2.863992215E1,0.000000000E0,9.800000000E1,1.399999976E0,1.310000038E1
3.344586948E1,3.742434667E1,-1.221712700E2,2.873990404E1,1.631669402E-1,1.010299988E2,1.500000000E0,1.069999981E1
