"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
3.456024533E1,3.742434000E1,-1.221712400E2,2.863986080E1,3.865563869E-1,8.472000122E1,1.600000024E0,1.410000038E1
3.556024533E1,3.742434333E1,-1.221712317E2,2.863983479E1,4.586175084E-1,8.787999725E1,1.600000024E0,1.369999981E1
3.656024533E1,3.742434833E1,-1.221712300E2,2.873981789E1,5.013394356E-1,8.800000000E1,1.600000024E0,1.269999981E1
3.756024533E1,3.742435500E1,-1.221712250E2,2.883978970E1,5.430319309E-1,1.038099976E2,1.600000024E0,1.089999962E1
3.856024533E1,3.742435667E1,-1.221712150E2,2.893976478E1,5.929600000E-1,1.056500015E2,1.500000000E0,9.800000191E0
3.956024533E1,3.742435833E1,-1.221712067E2,2.893974328E1,5.836949944E-1,9.368000031E1,1.500000000E0,9.800000191E0
4.056024533E1,3.742435833E1,-1.221712017E2,2.913973307E1,5.821508169E-1,9.206999969E1,1.500000000E0,9.000000000E0
4.156024533E1,3.742436000E1,-1.221712000E2,2.903972517E1,5.445761085E-1,9.409999847E1,1.500000000E0,9.300000191E0
4.256024533E1,3.742436333E1,-1.221711967E2,2.903970937E1,5.075160861E-1,7.283999634E1,1.500000000E0,9.399999619E0
4.356024533E1,3.742437167E1,-1.221711950E2,2.913968348E1,4.895008206E-1,4.322000122E1,1.500000000E0,8.699999809E0
4.456024533E1,3.742437000E1,-1.221711983E2,2.923969478E1,4.452347159E-1,9.420999908E1,1.500000000E0,8.800000191E0
4.556024533E1,3.742437000E1,-1.221711967E2,2.933969138E1,3.999391794E-1,9.873999786E1,1.399999976E0,9.000000000E0
4.656024533E1,3.742436833E1,-1.221711950E2,2.933969248E1,0.000000000E0,1.359499969E2,1.500000000E0,9.000000000E0
4.756024533E1,3.742436667E1,-1.221711967E2,2.933970038E1,0.000000000E0,1.644100037E2,1.399999976E0,8.699999809E0
4.856024533E1,3.742436333E1,-1.221711917E2,2.933969916E1,0.000000000E0,1.656900024E2,1.399999976E0,8.600000381E0
4.956024533E1,3.742436333E1,-1.221711917E2,2.933969916E1,0.000000000E0,1.656900024E2,1.399999976E0,8.800000191E0
5.056024533E1,3.742436333E1,-1.221711917E2,2.933969916E1,0.000000000E0,1.656900024E2,1.399999976E0,8.800000191E0
