utcTimeMillis,TimeNanos,LeapSecond,TimeUncertaintyNanos,FullBiasNanos,BiasNanos,BiasUncertaintyNanos,DriftNanosPerSecond,DriftUncertaintyNanosPerSecond,HardwareClockDiscontinuityCount,Svid,TimeOffsetNanos,State,ReceivedSvTimeNanos,ReceivedSvTimeUncertaintyNanos,Cn0DbHz,PseudorangeRateMetersPerSecond,PseudorangeRateUncertaintyMetersPerSecond,AccumulatedDeltaRangeState,AccumulatedDeltaRangeMeters,AccumulatedDeltaRangeUncertaintyMeters,CarrierFrequencyHz,CarrierCycles,CarrierPhase,CarrierPhaseUncertainty,MultipathIndicator,SnrInDb,ConstellationType,AgcDb,BasebandCn0DbHz,FullInterSignalBiasNanos,FullInterSignalBiasUncertaintyNanos,SatelliteInterSignalBiasNanos,SatelliteInterSignalBiasUncertaintyNanos,CodeType,ChipsetElapsedRealtimeNanos,IsFullTracking
1732153413000,24479000000,,700931.1588485659,-1416188606521999872,0.0,146.39840361850065,1179.773522811188,0.0,0,12,0.0,17,536083,487,16.982999801635742,-190.63518861592854,0.14999,16,0.0,0.0,1575420030,,,,0,0.0,1,6.0,16.982999801635742,0.0,0.0,0.0,66.7128,C,32297092000000,
1732153413000,24479000000,,700931.1588485659,-1416188606521999872,0.0,146.39840361850065,1179.773522811188,0.0,0,4,0.0,16431,351830912995060,487,11.800000190734863,218.26791124329736,0.14999,16,0.0,0.0,1575420030,,,,0,0.0,6,6.0,11.800000190734863,0.0,0.0,-47.367579603891244,66.7128,C,32297092000000,
1732153413000,24479000000,,700931.1588485659,-1416188606521999872,0.0,146.39840361850065,1179.773522811188,0.0,0,2,0.0,16431,351830917182188,797,14.899999618530273,821.2109512088573,0.14999,16,0.0,0.0,1575420030,,,,0,0.0,1,6.0,14.899999618530273,0.0,0.0,0.0,66.7128,C,32297092000000,
1732153413000,24479000000,,700931.1588485659,-1416188606521999872,0.0,146.39840361850065,1179.773522811188,0.0,0,6,0.0,16431,351830922381159,797,18.844999313354492,-289.90599924687183,0.14999,16,0.0,0.0,1575420030,,,,0,0.10171892629900459,1,6.0,18.844999313354492,0.0,0.0,0.0,66.7128,C,32297092000000,
1732153414000,25479000000,,700885.1895466964,-1416188606521999872,0.0,146.55207692697647,1178.609629283865,0.0,0,15,0.0,16431,351831924102031,487,21.198999404907227,683.1990712593569,0.14999,16,0.0,0.0,1575420030,,,,0,3.080499186540333,1,6.0,21.198999404907227,0.0,0.0,0.0,66.7128,C,32298092000000,
1732153414000,25479000000,,700885.1895466964,-1416188606521999872,0.0,146.55207692697647,1178.609629283865,0.0,0,30,0.0,16431,351831923663217,797,20.062000274658203,958.4807044178106,0.14999,16,0.0,0.0,1575420030,,,,0,0.0,1,6.0,20.062000274658203,0.0,0.0,0.0,66.7128,C,32298092000000,
1732153414000,25479000000,,700885.1895466964,-1416188606521999872,0.0,146.55207692697647,1178.609629283865,0.0,0,13,0.0,16431,351831927150534,487,22.820999145507812,858.0096406040681,0.14999,16,0.0,0.0,1575420030,,,,0,6.817560964762867,1,6.0,22.820999145507812,0.0,0.0,0.0,66.7128,C,32298092000000,
1732153414000,25479000000,,700885.1895466964,-1416188606521999872,0.0,146.55207692697647,1178.609629283865,0.0,0,12,0.0,17,536718,797,14.600000381469727,-190.47746229289376,0.14999,16,0.0,0.0,1575420030,,,,0,0.0,1,6.0,14.600000381469727,0.0,0.0,0.0,66.7128,C,32298092000000,
1732153414000,25479000000,,700885.1895466964,-1416188606521999872,0.0,146.55207692697647,1178.609629283865,0.0,0,4,0.0,16431,351831912994333,396,11.800000190734863,218.20602863290492,0.14999,16,0.0,0.0,1575420030,,,,0,0.0,6,6.0,11.800000190734863,0.0,0.0,-47.367579603891244,66.7128,C,32298092000000,
1732153414000,25479000000,,700885.1895466964,-1416188606521999872,0.0,146.55207692697647,1178.609629283865,0.0,0,6,0.0,16431,351831922382127,797,18.785999298095703,-291.04687857375404,0.14999,16,0.0,0.0,1575420030,,,,0,0.0,1,6.0,18.785999298095703,0.0,0.0,0.0,66.7128,C,32298092000000,
