# Agc,utcTimeMillis,TimeNanos,LeapSecond,TimeUncertaintyNanos,FullBiasNanos,BiasNanos,BiasUncertaintyNanos,DriftNanosPerSecond,DriftUncertaintyNanosPerSecond,HardwareClockDiscontinuityCount,AgcDb,CarrierFrequencyHz,ConstellationType
# 
Status,1732151042366,27,24,6,26,1575420030,0.00,169.0,2.0,0,0,0,0.0
Status,1732151042366,27,25,6,6,1575420030,0.00,329.0,1.0,0,0,0,0.0
Status,1732151042366,27,26,6,34,1575420030,0.00,24.0,1.0,0,0,0,0.0
Fix,GPS,37.4247883333,-122.1585733333,-0.5,0.0,5.5,0.0,1732151043363,1.9,179.9,29927471000000,62.4,0,,,
Raw,1732151043365,22514000000,,32614549.629530706,-1416186238851999744,0.0,137.65407807205514,1402.9588231618118,0.0,0,13,0.0,16431,349461296077674,797,16.638999938964844,691.6301587995805,0.14999,16,0.0,0.0,1575420030,,,,0,0.0,1,6.0,16.638999938964844,0.0,0.0,0.0,66.7128,C,29927471000000,
Raw,1732151043365,22514000000,,32614549.629530706,-1416186238851999744,0.0,137.65407807205514,1402.9588231618118,0.0,0,21,0.0,16431,349461282621335,797,19.756999969482422,883.3545649835651,0.14999,16,0.0,0.0,1575420030,,,,0,1.7979369265689815,1,6.0,19.756999969482422,0.0,0.0,0.0,66.7128,C,29927471000000,
Raw,1732151043365,22514000000,,32614549.629530706,-1416186238851999744,0.0,137.65407807205514,1402.9588231618118,0.0,0,11,0.0,17,965288,797,16.0,-56.278566444403296,0.14999,16,0.0,0.0,1602000000,,,,0,0.0,3,6.0,16.0,0.0,0.0,-9.278575228483438,66.7128,C,29927471000000,
Raw,1732151043365,22514000000,,32614549.629530706,-1416186238851999744,0.0,137.65407807205514,1402.9588231618118,0.0,0,15,0.0,16431,349461291503907,797,14.800999641418457,484.69136464130395,0.14999,16,0.0,0.0,1575420030,,,,0,0.0,1,6.0,14.800999641418457,0.0,0.0,0.0,66.7128,C,29927471000000,
Raw,1732151043365,22514000000,,32614549.629530706,-1416186238851999744,0.0,137.65407807205514,1402.9588231618118,0.0,0,7,0.0,16431,349461285074744,487,20.155000686645508,1025.6802947118788,0.14999,16,0.0,0.0,1575420030,,,,0,3.329078970998501,1,6.0,20.155000686645508,0.0,0.0,0.0,66.7128,C,29927471000000,
Raw,1732151043365,22514000000,,32614549.629530706,-1416186238851999744,0.0,137.65407807205514,1402.9588231618118,0.0,0,30,0.0,16431,349461293657600,797,13.899999618530273,871.083596426708,0.14999,16,0.0,0.0,1575420030,,,,0,0.0,1,6.0,13.899999618530273,0.0,0.0,0.0,66.7128,C,29927471000000,
Fix,FLP,37.4247900000,-122.1585580000,3.146300276854457,0.15025571,5.575,180.0,1732151043623,1.9,179.9,29927471000000,12.857135,0,,,
Status,1732151043363,27,0,1,17,1575420030,0.00,122.0,79.0,0,0,0,0.0
Status,1732151043363,27,1,1,22,1575420030,0.00,358.0,68.0,0,0,0,0.0
Status,1732151043363,27,2,1,14,1575420030,0.00,44.0,57.0,0,0,0,0.0
Status,1732151043363,27,3,1,19,1575420030,0.00,198.0,54.0,0,0,0,0.0
Status,1732151043363,27,4,1,13,1575420030,21.60,244.0,52.0,1,0,0,16.6
Status,1732151043363,27,5,1,30,1575420030,18.90,126.0,42.0,1,0,0,13.9
Status,1732151043363,27,6,1,15,1575420030,19.90,282.0,31.0,1,0,0,14.9
Status,1732151043363,27,7,1,2,1575420030,0.00,53.0,19.0,0,0,0,0.0
Status,1732151043363,27,8,1,24,1575420030,0.00,312.0,11.0,0,0,0,0.0
Status,1732151043363,27,9,1,7,1575420030,25.10,128.0,10.0,1,0,0,20.1
Status,1732151043363,27,10,1,21,1575420030,24.80,38.0,8.0,1,0,0,19.8
Status,1732151043363,27,11,1,6,1575420030,0.00,165.0,6.0,0,0,0,0.0
Status,1732151043363,27,12,3,20,1602000000,0.00,124.0,47.0,0,0,0,0.0
Status,1732151043363,27,13,3,9,1602000000,0.00,72.0,37.0,0,0,0,0.0
Status,1732151043363,27,14,3,8,1602000000,0.00,253.0,28.0,0,0,0,0.0
Status,1732151043363,27,15,3,19,1602000000,0.00,39.0,28.0,0,0,0,0.0
Status,1732151043363,27,16,3,11,1602000000,21.80,304.0,23.0,0,0,0,16.8
Status,1732151043363,27,17,6,21,1575420030,0.00,330.0,67.0,0,0,0,0.0
Status,1732151043363,27,18,6,19,1575420030,0.00,250.0,50.0,0,0,0,0.0
Status,1732151043363,27,19,6,27,1575420030,0.00,60.0,37.0,0,0,0,0.0
Status,1732151043363,27,20,6,29,1575420030,0.00,192.0,30.0,0,0,0,0.0
Status,1732151043363,27,21,6,13,1575420030,0.00,124.0,24.0,0,0,0,0.0
Status,1732151043363,27,22,6,15,1575420030,0.00,68.0,23.0,0,0,0,0.0
Status,1732151043363,27,23,6,4,1575420030,0.00,315.0,20.0,0,0,0,0.0
Status,1732151043363,27,24,6,26,1575420030,0.00,169.0,2.0,0,0,0,0.0
Status,1732151043363,27,25,6,6,1575420030,0.00,329.0,1.0,0,0,0,0.0
Status,1732151043363,27,26,6,34,1575420030,0.00,24.0,1.0,0,0,0,0.0
Fix,GPS,37.4248100000,-122.1585916667,-0.5,0.0,5.5,0.0,1732151044362,1.9,151.6,29928471000000,62.8,0,,,
Raw,1732151044362,23514000000,,31772430.3791525,-1416186238848999936,0.0,138.03488299900351,1399.3562631116697,0.0,0,13,0.0,16431,349462293075369,797,16.64299964904785,690.8898903956817,0.14999,16,0.0,0.0,1575420030,,,,0,0.0,1,6.0,16.64299964904785,0.0,0.0,0.0,66.7128,C,29928471000000,
Raw,1732151044362,23514000000,,31772430.3791525,-1416186238848999936,0.0,138.03488299900351,1399.3562631116697,0.0,0,21,0.0,16431,349462279618390,1797,19.756999969482422,882.6798958633557,0.14999,16,0.0,0.0,1575420030,,,,0,1.7979369265689815,1,6.0,19.756999969482422,0.0,0.0,0.0,66.7128,C,29928471000000,
Raw,1732151044362,23514000000,,31772430.3791525,-1416186238848999936,0.0,138.03488299900351,1399.3562631116697,0.0,0,11,0.0,17,965475,487,18.0,-55.97533791418686,0.14999,16,0.0,0.0,1602000000,,,,0,0.0,3,6.0,18.0,0.0,0.0,-9.278575228483438,66.7128,C,29928471000000,
Raw,1732151044362,23514000000,,31772430.3791525,-1416186238848999936,0.0,138.03488299900351,1399.3562631116697,0.0,0,15,0.0,16431,349462288502292,797,14.897000312805176,483.8155770373191,0.14999,16,0.0,0.0,1575420030,,,,0,0.0,1,6.0,14.897000312805176,0.0,0.0,0.0,66.7128,C,29928471000000,
Raw,1732151044362,23514000000,,31772430.3791525,-1416186238848999936,0.0,138.03488299900351,1399.3562631116697,0.0,0,7,0.0,16431,349462282071323,797,20.128999710083008,1025.5561578237644,0.14999,16,0.0,0.0,1575420030,,,,0,1.5860754566204989,1,6.0,20.128999710083008,0.0,0.0,0.0,66.7128,C,29928471000000,
Raw,1732151044362,23514000000,,31772430.3791525,-1416186238848999936,0.0,138.03488299900351,1399.3562631116697,0.0,0,30,0.0,16431,349462290654700,1797,13.899999618530273,868.5898944781912,0.14999,16,0.0,0.0,1575420030,,,,0,0.0,1,6.0,13.899999618530273,0.0,0.0,0.0,66.7128,C,29928471000000,
Fix,FLP,37.4247987000,-122.1585731000,5.400000095367432,0.10600723,5.56,180.0,1732151044623,1.9,151.6,29928471000000,13.048995,0,,,
Status,1732151044362,27,0,1,17,1575420030,0.00,122.0,79.0,0,0,0,0.0
Status,1732151044362,27,1,1,22,1575420030,0.00,358.0,68.0,0,0,0,0.0
Status,1732151044362,27,2,1,14,1575420030,0.00,44.0,57.0,0,0,0,0.0
Status,1732151044362,27,3,1,19,1575420030,0.00,198.0,54.0,0,0,0,0.0
Status,1732151044362,27,4,1,13,1575420030,18.70,244.0,52.0,1,0,0,13.700001
Status,1732151044362,27,5,1,30,1575420030,18.90,126.0,42.0,1,0,0,13.9
Status,1732151044362,27,6,1,15,1575420030,20.00,282.0,31.0,1,0,0,15.0
Status,1732151044362,27,7,1,2,1575420030,0.00,53.0,19.0,0,0,0,0.0
Status,1732151044362,27,8,1,24,1575420030,0.00,312.0,11.0,0,0,0,0.0
Status,1732151044362,27,9,1,7,1575420030,25.10,128.0,10.0,1,0,0,20.1
Status,1732151044362,27,10,1,21,1575420030,0.00,38.0,8.0,0,0,0,0.0
Status,1732151044362,27,11,1,6,1575420030,0.00,165.0,6.0,0,0,0,0.0
Status,1732151044362,27,12,3,20,1602000000,0.00,124.0,47.0,0,0,0,0.0
Status,1732151044362,27,13,3,9,1602000000,0.00,72.0,37.0,0,0,0,0.0
Status,1732151044362,27,14,3,8,1602000000,0.00,253.0,28.0,0,0,0,0.0
Status,1732151044362,27,15,3,19,1602000000,0.00,39.0,28.0,0,0,0,0.0
Status,1732151044362,27,16,3,11,1602000000,25.30,304.0,23.0,0,0,0,20.3
Status,1732151044362,27,17,6,21,1575420030,0.00,330.0,67.0,0,0,0,0.0
Status,1732151044362,27,18,6,19,1575420030,0.00,250.0,50.0,0,0,0,0.0
Status,1732151044362,27,19,6,27,1575420030,0.00,60.0,37.0,0,0,0,0.0
Status,1732151044362,27,20,6,29,1575420030,0.00,192.0,30.0,0,0,0,0.0
Status,1732151044362,27,21,6,13,1575420030,0.00,124.0,24.0,0,0,0,0.0
Status,1732151044362,27,22,6,15,1575420030,0.00,68.0,23.0,0,0,0,0.0
Status,1732151044362,27,23,6,4,1575420030,0.00,315.0,20.0,0,0,0,0.0
Status,1732151044362,27,24,6,26,1575420030,0.00,169.0,2.0,0,0,0,0.0
Status,1732151044362,27,25,6,6,1575420030,0.00,329.0,1.0,0,0,0,0.0
Status,1732151044362,27,26,6,34,1575420030,0.00,24.0,1.0,0,0,0,0.0
Fix,GPS,37.4248300000,-122.1586050000,-0.5,0.0,5.5,0.0,1732151045360,1.9,171.7,29929471000000,63.3,0,,,
Raw,1732151045362,24514000000,,31291961.32078813,-1416186238848000000,0.0,138.50651512442005,1400.0168508628362,0.0,0,13,0.0,16431,349463292073073,797,13.699999809265137,691.8406154250142,0.14999,16,0.0,0.0,1575420030,,,,0,0.0,1,6.0,13.699999809265137,0.0,0.0,0.0,66.7128,C,29929471000000,
Raw,1732151045362,24514000000,,31291961.32078813,-1416186238848000000,0.0,138.50651512442005,1400.0168508628362,0.0,0,11,0.0,17,965663,487,20.0,-55.467017795580844,0.14999,16,0.0,0.0,1602000000,,,,0,4.668014763610766,3,6.0,20.0,0.0,0.0,-9.278575228483438,66.7128,C,29929471000000,
Raw,1732151045362,24514000000,,31291961.32078813,-1416186238848000000,0.0,138.50651512442005,1400.0168508628362,0.0,0,15,0.0,16431,349463287500676,487,14.98799991607666,485.0538332045786,0.14999,16,0.0,0.0,1575420030,,,,0,0.0,1,6.0,14.98799991607666,0.0,0.0,0.0,66.7128,C,29929471000000,
Raw,1732151045362,24514000000,,31291961.32078813,-1416186238848000000,0.0,138.50651512442005,1400.0168508628362,0.0,0,7,0.0,16431,349463281067904,1797,20.104000091552734,1024.8716395193183,0.14999,16,0.0,0.0,1575420030,,,,0,1.5860754566204989,1,6.0,20.104000091552734,0.0,0.0,0.0,66.7128,C,29929471000000,
Raw,1732151045362,24514000000,,31291961.32078813,-1416186238848000000,0.0,138.50651512442005,1400.0168508628362,0.0,0,30,0.0,16431,349463289651803,1797,13.899999618530273,868.8669724724708,0.14999,16,0.0,0.0,1575420030,,,,0,0.0,1,6.0,13.899999618530273,0.0,0.0,0.0,66.7128,C,29929471000000,
Fix,FLP,37.4248128000,-122.1585874000,5.400000095367432,0.047095306,5.55,,1732151045623,1.9,,29929471000000,13.058999,0,,,
Fix,FLP,37.4248192000,-122.1585939000,5.400000095367432,0.022028746,5.542,,1732151045995,1.9,,29929842000000,12.916497,0,,,
Fix,NLP,37.4256950000,-122.1580795000,5.400000095367432,,26.457,,1732151045994,,,29929842000000,27.833094,0,,,
Status,1732151045360,27,0,1,17,1575420030,0.00,122.0,79.0,0,0,0,0.0
Status,1732151045360,27,1,1,22,1575420030,0.00,358.0,68.0,0,0,0,0.0
Status,1732151045360,27,2,1,14,1575420030,0.00,44.0,57.0,0,0,0,0.0
Status,1732151045360,27,3,1,19,1575420030,0.00,198.0,54.0,0,0,0,0.0
Status,1732151045360,27,4,1,13,1575420030,18.70,244.0,52.0,1,0,0,13.700001
Status,1732151045360,27,5,1,30,1575420030,18.80,126.0,42.0,1,0,0,13.799999
Status,1732151045360,27,6,1,15,1575420030,25.10,282.0,31.0,1,0,0,20.1
Status,1732151045360,27,7,1,2,1575420030,0.00,53.0,19.0,0,0,0,0.0
Status,1732151045360,27,8,1,24,1575420030,0.00,312.0,11.0,0,0,0,0.0
Status,1732151045360,27,9,1,7,1575420030,21.60,128.0,10.0,1,0,0,16.6
Status,1732151045360,27,10,1,21,1575420030,0.00,38.0,8.0,0,0,0,0.0
Status,1732151045360,27,11,1,6,1575420030,0.00,165.0,6.0,0,0,0,0.0
Status,1732151045360,27,12,3,20,1602000000,0.00,124.0,47.0,0,0,0,0.0
Status,1732151045360,27,13,3,9,1602000000,0.00,72.0,37.0,0,0,0,0.0
Status,1732151045360,27,14,3,8,1602000000,22.80,253.0,28.0,1,0,0,17.8
Status,1732151045360,27,15,3,19,1602000000,0.00,39.0,28.0,0,0,0,0.0
Status,1732151045360,27,16,3,11,1602000000,27.60,304.0,23.0,0,0,0,22.6
Status,1732151045360,27,17,6,21,1575420030,0.00,330.0,67.0,0,0,0,0.0
Status,1732151045360,27,18,6,19,1575420030,0.00,250.0,50.0,0,0,0,0.0
Status,1732151045360,27,19,6,27,1575420030,0.00,60.0,37.0,0,0,0,0.0
Status,1732151045360,27,20,6,29,1575420030,0.00,192.0,30.0,0,0,0,0.0
Status,1732151045360,27,21,6,13,1575420030,0.00,124.0,24.0,0,0,0,0.0
Status,1732151045360,27,22,6,15,1575420030,0.00,68.0,23.0,0,0,0,0.0
Status,1732151045360,27,23,6,4,1575420030,0.00,315.0,20.0,0,0,0,0.0
Status,1732151045360,27,24,6,26,1575420030,0.00,169.0,2.0,0,0,0,0.0
Status,1732151045360,27,25,6,6,1575420030,0.00,329.0,1.0,0,0,0,0.0
Status,1732151045360,27,26,6,34,1575420030,0.00,24.0,1.0,0,0,0,0.0
Fix,GPS,37.4248533333,-122.1586033333,-0.5,0.0,5.5,0.0,1732151046363,1.8,168.6,29930471000000,68.3,0,,,
Raw,1732151046361,25514000000,,30866740.48351143,-1416186238847000064,0.0,148.02962854632744,1403.708509569254,0.0,0,13,0.0,16431,349464291070763,487,13.699999809265137,693.3576685479532,0.14999,16,0.0,0.0,1575420030,,,,0,0.0,1,6.0,13.699999809265137,0.0,0.0,0.0,66.7128,C,29930471000000,
Raw,1732151046361,25514000000,,30866740.48351143,-1416186238847000064,0.0,148.02962854632744,1403.708509569254,0.0,0,8,0.0,17,391741,797,5.0,922.4166026784569,0.14999,16,0.0,0.0,1605374980,,,,0,0.4844191351042255,3,6.0,16.0,0.0,0.0,-9.278575228483438,66.7128,C,29930471000000,
Raw,1732151046361,25514000000,,30866740.48351143,-1416186238847000064,0.0,148.02962854632744,1403.708509569254,0.0,0,11,0.0,17,965846,396,17.799999237060547,-54.2833437318702,0.14999,16,0.0,0.0,1602000000,,,,0,7.999769129829524,3,6.0,17.799999237060547,0.0,0.0,-9.278575228483438,66.7128,C,29930471000000,
Raw,1732151046361,25514000000,,30866740.48351143,-1416186238847000064,0.0,148.02962854632744,1403.708509569254,0.0,0,15,0.0,16431,349464286499011,487,20.07699966430664,486.2950162520593,0.14999,16,0.0,0.0,1575420030,,,,0,2.3060285220508754,1,6.0,20.07699966430664,0.0,0.0,0.0,66.7128,C,29930471000000,
Raw,1732151046361,25514000000,,30866740.48351143,-1416186238847000064,0.0,148.02962854632744,1403.708509569254,0.0,0,7,0.0,16431,349464280064474,797,16.635000228881836,1026.124715921349,0.14999,16,0.0,0.0,1575420030,,,,0,0.0,1,6.0,16.635000228881836,0.0,0.0,0.0,66.7128,C,29930471000000,
Raw,1732151046361,25514000000,,30866740.48351143,-1416186238847000064,0.0,148.02962854632744,1403.708509569254,0.0,0,30,0.0,16431,349464288648856,1797,13.819999694824219,870.4560361405361,0.14999,16,0.0,0.0,1575420030,,,,0,0.0,1,6.0,13.819999694824219,0.0,0.0,0.0,66.7128,C,29930471000000,
Fix,FLP,37.4248323000,-122.1585974000,5.400000095367432,0.023456,5.542,,1732151046624,1.8,,29930471000000,11.596958,0,,,
Status,1732151046363,29,0,1,17,1575420030,0.00,122.0,79.0,0,0,0,0.0
Status,1732151046363,29,1,1,22,1575420030,0.00,358.0,68.0,0,0,0,0.0
Status,1732151046363,29,2,1,14,1575420030,0.00,44.0,57.0,0,0,0,0.0
Status,1732151046363,29,3,1,19,1575420030,0.00,198.0,54.0,0,0,0,0.0
Status,1732151046363,29,4,1,13,1575420030,27.90,244.0,52.0,1,0,0,22.9
Status,1732151046363,29,5,2,133,1575420030,0.00,191.0,45.0,0,0,0,0.0
Status,1732151046363,29,6,1,30,1575420030,18.70,127.0,42.0,1,0,0,13.700001
Status,1732151046363,29,7,1,15,1575420030,25.10,282.0,31.0,1,0,0,20.1
Status,1732151046363,29,8,1,2,1575420030,0.00,53.0,19.0,0,0,0,0.0
Status,1732151046363,29,9,1,24,1575420030,0.00,312.0,11.0,0,0,0,0.0
Status,1732151046363,29,10,1,7,1575420030,21.60,128.0,10.0,1,0,0,16.6
Status,1732151046363,29,11,1,21,1575420030,0.00,38.0,8.0,0,0,0,0.0
Status,1732151046363,29,12,1,6,1575420030,0.00,165.0,6.0,0,0,0,0.0
Status,1732151046363,29,13,3,20,1602000000,0.00,124.0,47.0,0,0,0,0.0
Status,1732151046363,29,14,3,9,1602000000,0.00,72.0,37.0,0,0,0,0.0
Status,1732151046363,29,15,3,8,1602000000,22.90,253.0,28.0,1,0,0,17.9
Status,1732151046363,29,16,3,19,1602000000,0.00,39.0,28.0,0,0,0,0.0
Status,1732151046363,29,17,3,11,1602000000,34.70,304.0,23.0,0,0,0,29.7
Status,1732151046363,29,18,3,17,1602000000,25.40,0.0,0.0,0,0,0,20.4
Status,1732151046363,29,19,6,21,1575420030,0.00,330.0,67.0,0,0,0,0.0
Status,1732151046363,29,20,6,19,1575420030,0.00,250.0,50.0,0,0,0,0.0
Status,1732151046363,29,21,6,27,1575420030,0.00,60.0,37.0,0,0,0,0.0
Status,1732151046363,29,22,6,29,1575420030,0.00,192.0,30.0,0,0,0,0.0
Status,1732151046363,29,23,6,13,1575420030,0.00,124.0,24.0,0,0,0,0.0
Status,1732151046363,29,24,6,15,1575420030,0.00,68.0,23.0,0,0,0,0.0
Status,1732151046363,29,25,6,4,1575420030,0.00,315.0,20.0,0,0,0,0.0
Status,1732151046363,29,26,6,26,1575420030,0.00,169.0,2.0,0,0,0,0.0
Status,1732151046363,29,27,6,6,1575420030,0.00,329.0,1.0,0,0,0,0.0
Status,1732151046363,29,28,6,34,1575420030,0.00,24.0,1.0,0,0,0,0.0
Fix,GPS,37.4248966667,-122.1585400000,-0.5999999999999979,0.0,5.6,0.0,1732151047368,1.8,109.3,29931471000000,66.6,0,,,
Raw,1732151047362,26514000000,,30339122.1402908,-1416186238848999936,0.0,144.43333974713067,1406.953205737879,0.0,0,13,0.0,16431,349465293068362,396,22.87299919128418,694.5378981533656,0.14999,16,0.0,0.0,1575420030,,,,0,6.8801004472929845,1,6.0,22.87299919128418,0.0,0.0,0.0,66.7128,C,29931471000000,
Raw,1732151047362,26514000000,,30339122.1402908,-1416186238848999936,0.0,144.43333974713067,1406.953205737879,0.0,0,8,0.0,17,388748,487,5.0,926.3538880480527,0.14999,16,0.0,0.0,1605374980,,,,0,0.6796158808873498,3,6.0,19.0,0.0,0.0,-9.278575228483438,66.7128,C,29931471000000,
Raw,1732151047362,26514000000,,30339122.1402908,-1416186238848999936,0.0,144.43333974713067,1406.953205737879,0.0,0,11,0.0,17,966025,74,17.899999618530273,-53.665236336164575,0.14999,16,0.0,0.0,1602000000,,,,0,16.595671932336202,3,6.0,17.899999618530273,0.0,0.0,-9.278575228483438,66.7128,C,29931471000000,
Raw,1732151047362,26514000000,,30339122.1402908,-1416186238848999936,0.0,144.43333974713067,1406.953205737879,0.0,0,15,0.0,16431,349465288497356,487,20.089000701904297,487.32142204139876,0.14999,16,0.0,0.0,1575420030,,,,0,2.786034050126206,1,6.0,20.089000701904297,0.0,0.0,0.0,66.7128,C,29931471000000,
Raw,1732151047362,26514000000,,30339122.1402908,-1416186238848999936,0.0,144.43333974713067,1406.953205737879,0.0,0,7,0.0,16431,349465282061051,797,16.635000228881836,1026.6787789930759,0.14999,16,0.0,0.0,1575420030,,,,0,0.0,1,6.0,16.635000228881836,0.0,0.0,0.0,66.7128,C,29931471000000,
Raw,1732151047362,26514000000,,30339122.1402908,-1416186238848999936,0.0,144.43333974713067,1406.953205737879,0.0,0,30,0.0,16431,349465290645952,1797,13.744000434875488,871.0709597374988,0.14999,16,0.0,0.0,1575420030,,,,0,0.0,1,6.0,13.744000434875488,0.0,0.0,0.0,66.7128,C,29931471000000,
Fix,FLP,37.4248600000,-122.1585736000,5.400000095367432,0.112631634,5.528,0.00000034452583,1732151047623,1.8,109.3,29931471000000,12.05082,0,,,
Status,1732151047368,29,0,1,17,1575420030,0.00,122.0,79.0,0,0,0,0.0
Status,1732151047368,29,1,1,22,1575420030,0.00,358.0,68.0,0,0,0,0.0
Status,1732151047368,29,2,1,14,1575420030,0.00,44.0,57.0,0,0,0,0.0
Status,1732151047368,29,3,1,19,1575420030,0.00,198.0,54.0,0,0,0,0.0
Status,1732151047368,29,4,1,13,1575420030,27.80,244.0,52.0,1,0,0,22.8
Status,1732151047368,29,5,2,133,1575420030,0.00,191.0,45.0,0,0,0,0.0
Status,1732151047368,29,6,1,30,1575420030,19.60,127.0,42.0,1,0,0,14.6
Status,1732151047368,29,7,1,15,1575420030,25.10,282.0,31.0,1,0,0,20.1
Status,1732151047368,29,8,1,2,1575420030,0.00,53.0,19.0,0,0,0,0.0
Status,1732151047368,29,9,1,24,1575420030,0.00,312.0,11.0,0,0,0,0.0
Status,1732151047368,29,10,1,7,1575420030,21.60,128.0,10.0,1,0,0,16.6
Status,1732151047368,29,11,1,21,1575420030,0.00,38.0,8.0,0,0,0,0.0
Status,1732151047368,29,12,1,6,1575420030,0.00,165.0,6.0,0,0,0,0.0
Status,1732151047368,29,13,3,20,1602000000,0.00,124.0,47.0,0,0,0,0.0
Status,1732151047368,29,14,3,9,1602000000,0.00,72.0,37.0,0,0,0,0.0
Status,1732151047368,29,15,3,8,1602000000,22.90,253.0,28.0,1,0,0,17.9
Status,1732151047368,29,16,3,19,1602000000,0.00,39.0,28.0,0,0,0,0.0
Status,1732151047368,29,17,3,11,1602000000,34.80,304.0,23.0,0,0,0,29.8
Status,1732151047368,29,18,3,17,1602000000,29.00,0.0,0.0,0,0,0,24.0
Status,1732151047368,29,19,6,21,1575420030,0.00,330.0,67.0,0,0,0,0.0
Status,1732151047368,29,20,6,19,1575420030,0.00,250.0,50.0,0,0,0,0.0
Status,1732151047368,29,21,6,27,1575420030,0.00,60.0,37.0,0,0,0,0.0
Status,1732151047368,29,22,6,29,1575420030,0.00,192.0,30.0,0,0,0,0.0
Status,1732151047368,29,23,6,13,1575420030,0.00,124.0,24.0,0,0,0,0.0
Status,1732151047368,29,24,6,15,1575420030,0.00,68.0,23.0,0,0,0,0.0
Status,1732151047368,29,25,6,4,1575420030,0.00,315.0,20.0,0,0,0,0.0
Status,1732151047368,29,26,6,26,1575420030,0.00,169.0,2.0,0,0,0,0.0
Status,1732151047368,29,27,6,6,1575420030,0.00,329.0,1.0,0,0,0,0.0
Status,1732151047368,29,28,6,34,1575420030,0.00,24.0,1.0,0,0,0,0.0
Fix,GPS,37.4249316667,-122.1585016667,-0.6999999999999993,0.0,5.6,0.0,1732151048374,1.9,89.1,29932471000000,67.0,0,,,
Raw,1732151048369,27514000000,,29968982.74205417,-1416186238855000064,0.0,145.21122418590284,1410.7818810243007,0.0,0,13,0.0,16431,349466299066040,487,22.77199935913086,695.7095329517792,0.14999,16,0.0,0.0,1575420030,,,,0,3.673119573150947,1,6.0,22.77199935913086,0.0,0.0,0.0,66.7128,C,29932471000000,
Raw,1732151048369,27514000000,,29968982.74205417,-1416186238855000064,0.0,145.21122418590284,1410.7818810243007,0.0,0,8,0.0,17,385666,487,5.0,925.187291729882,0.14999,16,0.0,0.0,1605374980,,,,0,0.6796158808873498,3,6.0,20.0,0.0,0.0,-9.278575228483438,66.7128,C,29932471000000,
Raw,1732151048369,27514000000,,29968982.74205417,-1416186238855000064,0.0,145.21122418590284,1410.7818810243007,0.0,0,11,0.0,17,966203,74,17.899999618530273,-53.37370382881018,0.14999,16,0.0,0.0,1602000000,,,,0,16.73736984865782,3,6.0,17.899999618530273,0.0,0.0,-9.278575228483438,66.7128,C,29932471000000,
Raw,1732151048369,27514000000,,29968982.74205417,-1416186238855000064,0.0,145.21122418590284,1410.7818810243007,0.0,0,15,0.0,16431,349466294495716,797,20.07699966430664,488.68925073146943,0.14999,16,0.0,0.0,1575420030,,,,0,2.004753593333359,1,6.0,20.07699966430664,0.0,0.0,0.0,66.7128,C,29932471000000,
Raw,1732151048369,27514000000,,29968982.74205417,-1416186238855000064,0.0,145.21122418590284,1410.7818810243007,0.0,0,7,0.0,16431,349466288057625,797,16.635000228881836,1028.041218506866,0.14999,16,0.0,0.0,1575420030,,,,0,0.0,1,6.0,16.635000228881836,0.0,0.0,0.0,66.7128,C,29932471000000,
Raw,1732151048369,27514000000,,29968982.74205417,-1416186238855000064,0.0,145.21122418590284,1410.7818810243007,0.0,0,30,0.0,16431,349466296643070,797,14.600000381469727,872.2000850850796,0.14999,16,0.0,0.0,1575420030,,,,0,0.0,1,6.0,14.600000381469727,0.0,0.0,0.0,66.7128,C,29932471000000,
Fix,FLP,37.4248927000,-122.1585425000,5.400000095367432,0.20913729,5.528,0.000000063056504,1732151048624,1.9,89.1,29932471000000,14.83717,0,,,
Status,1732151048374,29,0,1,17,1575420030,0.00,122.0,79.0,0,0,0,0.0
Status,1732151048374,29,1,1,22,1575420030,0.00,358.0,68.0,0,0,0,0.0
Status,1732151048374,29,2,1,14,1575420030,0.00,44.0,57.0,0,0,0,0.0
Status,1732151048374,29,3,1,19,1575420030,0.00,198.0,54.0,0,0,0,0.0
Status,1732151048374,29,4,1,13,1575420030,27.70,244.0,52.0,1,0,0,22.7
Status,1732151048374,29,5,2,133,1575420030,0.00,191.0,45.0,0,0,0,0.0
Status,1732151048374,29,6,1,30,1575420030,19.60,127.0,42.0,1,0,0,14.6
Status,1732151048374,29,7,1,15,1575420030,25.10,282.0,31.0,1,0,0,20.1
Status,1732151048374,29,8,1,2,1575420030,0.00,53.0,19.0,0,0,0,0.0
Status,1732151048374,29,9,1,24,1575420030,0.00,312.0,11.0,0,0,0,0.0
Status,1732151048374,29,10,1,7,1575420030,21.80,128.0,10.0,1,0,0,16.8
Status,1732151048374,29,11,1,21,1575420030,0.00,38.0,8.0,0,0,0,0.0
Status,1732151048374,29,12,1,6,1575420030,0.00,165.0,6.0,0,0,0,0.0
Status,1732151048374,29,13,3,20,1602000000,0.00,124.0,47.0,0,0,0,0.0
Status,1732151048374,29,14,3,9,1602000000,0.00,72.0,37.0,0,0,0,0.0
Status,1732151048374,29,15,3,8,1602000000,23.20,253.0,28.0,1,0,0,18.2
Status,1732151048374,29,16,3,19,1602000000,0.00,39.0,28.0,0,0,0,0.0
Status,1732151048374,29,17,3,11,1602000000,34.00,304.0,23.0,0,0,0,29.0
Status,1732151048374,29,18,3,17,1602000000,24.90,0.0,0.0,0,0,0,19.9
Status,1732151048374,29,19,6,21,1575420030,0.00,330.0,67.0,0,0,0,0.0
