"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
8.314116830E-1,3.742438000E1,-1.221711833E2,2.983963718E1,1.029444486E-2,2.416399994E2,1.899999976E0,1.000000000E2
1.331411683E0,3.742438000E1,-1.221711850E2,2.983964058E1,2.779500000E-2,3.561499939E2,1.899999976E0,2.050000000E1
1.831411683E0,3.742437833E1,-1.221711867E2,2.983964848E1,7.103166729E-2,5.000000000E-1,2.200000048E0,2.050000000E1
2.331411683E0,3.742436333E1,-1.221711933E2,2.953970257E1,1.904472150E-2,8.116999817E1,2.200000048E0,2.039999962E1
2.831411683E0,3.742436333E1,-1.221712050E2,2.953972638E1,4.889861122E-2,3.567999878E2,2.099999905E0,2.070000076E1
3.331411683E0,3.742436167E1,-1.221712183E2,2.953975810E1,1.451516598E-1,2.909100037E2,1.899999976E0,1.979999924E1
3.831411683E0,3.742436500E1,-1.221712283E2,3.013976951E1,2.789794505E-1,2.976199951E2,1.799999952E0,2.029999924E1
4.831411683E0,3.742436667E1,-1.221712383E2,3.033978543E1,2.542727888E-1,2.868599854E2,1.799999952E0,1.989999962E1
5.831411683E0,3.742437000E1,-1.221712433E2,3.023978664E1,2.810383439E-1,3.049899902E2,1.799999952E0,1.939999962E1
7.181411683E0,3.742437333E1,-1.221712450E2,3.023978104E1,1.791233271E-1,2.787500000E2,1.700000048E0,1.660000038E1
8.181411683E0,3.742438167E1,-1.221712433E2,3.053975515E1,6.331083179E-2,3.165799866E2,1.700000048E0,1.569999981E1
9.181411683E0,3.742438167E1,-1.221712417E2,3.043975175E1,5.044277757E-2,1.540599976E2,1.700000048E0,1.560000038E1
1.018141168E1,3.742438167E1,-1.221712433E2,3.043975515E1,7.206111215E-3,2.573399963E2,1.700000048E0,1.580000019E1
1.118141168E1,3.742438333E1,-1.221712433E2,3.053975065E1,4.117777571E-3,1.208899994E2,1.600000024E0,1.389999962E1
1.217941168E1,3.742438333E1,-1.221712433E2,3.073975065E1,4.992805421E-2,2.575199890E2,1.500000000E0,1.369999981E1
1.317941168E1,3.742438333E1,-1.221712433E2,3.083975065E1,7.463472337E-2,8.191999817E1,1.500000000E0,1.350000000E1
1.417941168E1,3.742438000E1,-1.221712433E2,3.093975965E1,3.345694393E-2,1.115699997E2,1.500000000E0,1.350000000E1
1.517941168E1,3.742437833E1,-1.221712433E2,3.103976415E1,3.603055701E-2,1.189300003E2,1.399999976E0,1.519999981E1
1.617941168E1,3.742437500E1,-1.221712417E2,3.113976974E1,2.676555514E-2,1.344700012E2,1.399999976E0,1.530000019E1
1.717941168E1,3.742437333E1,-1.221712400E2,3.113977084E1,2.367722243E-2,1.001900024E2,1.399999976E0,1.489999962E1
1.817941168E1,3.742437000E1,-1.221712400E2,3.123977983E1,1.904472150E-2,2.075399933E2,1.399999976E0,1.539999962E1
1.918041168E1,3.742436667E1,-1.221712367E2,3.123978202E1,4.272194579E-2,1.455000000E2,1.299999952E0,1.530000019E1
2.018041168E1,3.742436333E1,-1.221712350E2,3.123978762E1,3.757472336E-2,1.249100037E2,1.299999952E0,1.569999981E1
2.118041168E1,3.742436167E1,-1.221712333E2,3.133978871E1,3.706000000E-2,1.516999969E2,1.299999952E0,1.560000038E1
2.218041168E1,3.742436167E1,-1.221712317E2,3.133978531E1,3.654527664E-2,1.359299927E2,1.299999952E0,1.550000000E1
2.318041168E1,3.742436000E1,-1.221712283E2,3.143978301E1,3.448639065E-2,9.179000092E1,1.299999952E0,1.569999981E1
2.418041168E1,3.742436000E1,-1.221712250E2,3.143977620E1,3.551583365E-2,7.215000153E1,1.299999952E0,1.580000019E1
2.518041168E1,3.742435667E1,-1.221712233E2,3.143978180E1,3.500111029E-2,1.382299957E2,1.399999976E0,1.569999981E1
2.618041168E1,3.742435500E1,-1.221712200E2,3.143977949E1,3.706000000E-2,1.309600067E2,1.399999976E0,1.569999981E1
2.718041168E1,3.742435167E1,-1.221712167E2,3.133978168E1,4.169249907E-2,9.048999786E1,1.399999976E0,1.569999981E1
2.818041168E1,3.742435167E1,-1.221712117E2,3.133977147E1,7.103166729E-2,8.180000305E1,1.399999976E0,1.550000000E1
2.918041168E1,3.742435167E1,-1.221712100E2,3.123976807E1,1.039738879E-1,9.969999695E1,1.399999976E0,1.580000019E1
3.018041168E1,3.742435167E1,-1.221712050E2,3.133975787E1,1.569902748E-1,1.027099991E2,1.500000000E0,1.620000076E1
3.118041168E1,3.742435333E1,-1.221712000E2,3.123974316E1,2.208158374E-1,1.210400009E2,1.500000000E0,1.700000000E1
3.218041168E1,3.742435667E1,-1.221712000E2,3.113973417E1,0.000000000E0,1.057200012E2,1.600000024E0,2.529999924E1
3.318041168E1,3.742436167E1,-1.221712017E2,3.113972407E1,0.000000000E0,7.319999695E1,1.600000024E0,1.560000038E1
3.418041168E1,3.742436500E1,-1.221712000E2,3.103971168E1,0.000000000E0,7.287000275E1,1.700000048E0,1.589999962E1
3.518041168E1,3.742436500E1,-1.221712000E2,3.103971168E1,0.000000000E0,7.287000275E1,1.700000048E0,1.489999962E1
3.618041168E1,3.742436500E1,-1.221712000E2,3.103971168E1,0.000000000E0,7.287000275E1,1.700000048E0,1.160000038E1
3.718041168E1,3.742436500E1,-1.221712000E2,3.103971168E1,0.000000000E0,7.287000275E1,1.700000048E0,1.100000000E1
3.818041168E1,3.742436500E1,-1.221712000E2,3.103971168E1,0.000000000E0,7.287000275E1,1.799999952E0,1.100000000E1
3.918041168E1,3.742437667E1,-1.221711983E2,3.093967679E1,4.205280542E-1,1.100599976E2,1.700000048E0,1.019999981E1
4.018041168E1,3.742437167E1,-1.221711950E2,3.093968348E1,4.014833272E-1,2.251799927E2,1.600000024E0,9.699999809E0
4.118041168E1,3.742436667E1,-1.221711917E2,3.063969017E1,0.000000000E0,1.791100006E2,1.600000024E0,9.500000000E0
4.218041168E1,3.742436667E1,-1.221711917E2,3.013969017E1,0.000000000E0,1.952599945E2,1.600000024E0,9.500000000E0
4.318041168E1,3.742436667E1,-1.221711917E2,3.033969017E1,0.000000000E0,1.210000000E2,1.500000000E0,9.300000191E0
4.418041168E1,3.742436667E1,-1.221711917E2,3.033969017E1,0.000000000E0,1.210000000E2,1.500000000E0,9.500000000E0
