"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
1.325428546E0,3.742437167E1,-1.221711900E2,2.983967327E1,9.059111029E-2,1.138399963E2,1.899999976E0,6.509999847E1
1.825428546E0,3.742437000E1,-1.221711950E2,2.983968798E1,8.297322392E-1,2.396600037E2,1.899999976E0,1.950000000E1
2.325428546E0,3.742437333E1,-1.221711950E2,2.983967898E1,7.952458262E-1,3.439500122E2,2.299999952E0,1.500000000E1
2.825428546E0,3.742437167E1,-1.221711933E2,2.993968008E1,2.712586224E-1,2.330999947E1,2.500000000E0,1.169999981E1
3.325428546E0,3.742437000E1,-1.221712000E2,2.993969818E1,1.338277757E-1,2.599299927E2,2.599999905E0,9.300000191E0
3.825428546E0,3.742437000E1,-1.221712000E2,3.003969818E1,1.024297252E-1,2.488399963E2,2.599999905E0,9.300000191E0
4.825428546E0,3.742438500E1,-1.221712183E2,3.083969512E1,5.250166729E-2,2.651400146E2,2.200000048E0,9.699999809E0
5.825428546E0,3.742438833E1,-1.221712300E2,3.103970994E1,7.360527664E-2,8.598000336E1,1.899999976E0,1.169999981E1
6.825428546E0,3.742440167E1,-1.221712633E2,2.983974200E1,6.742861122E-2,3.050899963E2,1.700000048E0,1.219999981E1
8.269428546E0,3.742440000E1,-1.221712700E2,2.983976010E1,9.831194580E-2,3.376600037E2,1.600000024E0,1.250000000E1
9.269428546E0,3.742440000E1,-1.221712750E2,2.973977031E1,6.331083179E-2,3.254700012E2,1.500000000E0,1.180000019E1
1.026942855E1,3.742440000E1,-1.221712783E2,2.963977711E1,1.183861122E-2,2.289499969E2,1.399999976E0,1.169999981E1
1.126942855E1,3.742440333E1,-1.221712833E2,2.943977832E1,9.470888972E-2,2.161000061E2,1.399999976E0,1.180000019E1
1.226942855E1,3.742440333E1,-1.221712850E2,2.923978172E1,7.412000000E-2,3.069299927E2,1.399999976E0,1.089999962E1
1.326942855E1,3.742440333E1,-1.221712867E2,2.923978513E1,3.654527664E-2,1.942700043E2,1.299999952E0,1.069999981E1
1.426942855E1,3.742440333E1,-1.221712883E2,2.913978853E1,6.897278130E-2,1.818800049E2,1.299999952E0,1.080000019E1
1.526942855E1,3.742440333E1,-1.221712900E2,2.893979193E1,2.625083365E-2,1.528099976E2,1.299999952E0,1.060000038E1
1.626942855E1,3.742440167E1,-1.221712900E2,2.873979643E1,3.808944300E-2,2.341100006E2,1.299999952E0,1.130000019E1
1.726942855E1,3.742440167E1,-1.221712900E2,2.863979643E1,3.242750093E-2,1.590099945E2,1.299999952E0,1.119999981E1
1.826942855E1,3.742440167E1,-1.221712900E2,2.853979643E1,3.139805421E-2,1.455000000E2,1.200000048E0,1.180000019E1
1.926942855E1,3.742440167E1,-1.221712917E2,2.843979983E1,3.860416636E-2,1.946199951E2,1.200000048E0,1.150000000E1
2.026942855E1,3.742440167E1,-1.221712933E2,2.843980323E1,3.654527664E-2,2.937200012E2,1.200000048E0,1.089999962E1
2.126942855E1,3.742440167E1,-1.221712950E2,2.833980663E1,4.066305608E-2,2.887799988E2,1.200000048E0,1.110000038E1
2.226942855E1,3.742440333E1,-1.221712967E2,2.813980554E1,3.603055701E-2,2.617600098E2,1.200000048E0,1.189999962E1
2.326942855E1,3.742440167E1,-1.221712967E2,2.823981004E1,3.345694393E-2,2.252500000E2,1.200000048E0,1.160000038E1
2.426942855E1,3.742440167E1,-1.221712967E2,2.823981004E1,2.728027850E-2,2.622000122E2,1.200000048E0,1.119999981E1
2.526942855E1,3.742440000E1,-1.221712983E2,2.823981794E1,2.728027850E-2,2.305700073E2,1.200000048E0,1.189999962E1
2.626942855E1,3.742439833E1,-1.221712983E2,2.823982243E1,2.676555514E-2,1.151399994E2,1.200000048E0,1.169999981E1
2.726942855E1,3.742439667E1,-1.221712967E2,2.833982353E1,2.522138879E-2,2.617099915E2,1.200000048E0,1.119999981E1
2.826942855E1,3.742439500E1,-1.221712967E2,2.833982803E1,2.470666729E-2,1.482200012E2,1.200000048E0,1.100000000E1
2.926942855E1,3.742439333E1,-1.221712967E2,2.843983253E1,2.161833271E-2,3.494100037E2,1.200000048E0,1.100000000E1
3.026942855E1,3.742439333E1,-1.221712967E2,2.843983253E1,1.853000000E-2,1.978300018E2,1.200000048E0,1.030000019E1
3.126942855E1,3.742439167E1,-1.221712950E2,2.853983362E1,2.007416636E-2,1.335599976E2,1.200000048E0,1.010000038E1
3.226942855E1,3.742439000E1,-1.221712933E2,2.863983472E1,0.000000000E0,1.349900055E2,1.200000048E0,1.010000038E1
3.326942855E1,3.742439000E1,-1.221712917E2,2.873983132E1,0.000000000E0,1.497799988E2,1.200000048E0,9.800000191E0
3.426942855E1,3.742438833E1,-1.221712917E2,2.873983581E1,0.000000000E0,3.060000000E2,1.200000048E0,9.800000191E0
3.526942855E1,3.742438833E1,-1.221712917E2,2.873983581E1,0.000000000E0,3.060000000E2,1.200000048E0,9.800000191E0
3.626942855E1,3.742438833E1,-1.221712917E2,2.873983581E1,0.000000000E0,3.060000000E2,1.200000048E0,9.800000191E0
3.726942855E1,3.742438833E1,-1.221712917E2,2.873983581E1,0.000000000E0,3.060000000E2,1.200000048E0,9.800000191E0
3.826942855E1,3.742438833E1,-1.221712917E2,2.873983581E1,0.000000000E0,3.060000000E2,1.200000048E0,9.800000191E0
3.926942855E1,3.742438833E1,-1.221712917E2,2.873983581E1,0.000000000E0,3.060000000E2,1.200000048E0,9.699999809E0
4.026942855E1,3.742438833E1,-1.221712917E2,2.873983581E1,0.000000000E0,3.060000000E2,1.200000048E0,9.800000191E0
4.126942855E1,3.742438833E1,-1.221712917E2,2.873983581E1,0.000000000E0,3.060000000E2,1.200000048E0,9.899999619E0
4.226942855E1,3.742438833E1,-1.221712917E2,2.873983581E1,0.000000000E0,3.060000000E2,1.200000048E0,9.699999809E0
4.326942855E1,3.742438833E1,-1.221712917E2,2.873983581E1,0.000000000E0,3.060000000E2,1.200000048E0,9.399999619E0
4.426942855E1,3.742438833E1,-1.221712917E2,2.873983581E1,0.000000000E0,3.060000000E2,1.200000048E0,9.699999809E0
4.526942855E1,3.742438833E1,-1.221712917E2,2.873983581E1,0.000000000E0,3.060000000E2,1.299999952E0,9.500000000E0
4.626942855E1,3.742438833E1,-1.221712917E2,2.873983581E1,0.000000000E0,3.060000000E2,1.299999952E0,9.699999809E0
4.726942855E1,3.742438833E1,-1.221712917E2,2.873983581E1,0.000000000E0,3.060000000E2,1.399999976E0,1.000000000E1
4.826942855E1,3.742437167E1,-1.221712717E2,2.943983997E1,1.477252841E-1,1.255199966E2,1.500000000E0,1.019999981E1
4.926942855E1,3.742436833E1,-1.221712683E2,2.933984216E1,1.909619421E-1,1.243099976E2,1.600000024E0,9.899999619E0
5.026942855E1,3.742436667E1,-1.221712633E2,2.933983646E1,2.341986150E-1,1.150199966E2,1.600000024E0,9.800000191E0
5.126942855E1,3.742437000E1,-1.221712583E2,2.943981725E1,2.707438767E-1,9.705999756E1,1.600000024E0,9.699999809E0
5.226942855E1,3.742437167E1,-1.221712500E2,2.953979575E1,3.186130524E-1,8.748999786E1,1.600000024E0,9.800000191E0
5.326942855E1,3.742437333E1,-1.221712433E2,2.963977764E1,3.613350093E-1,8.387999725E1,1.700000048E0,1.000000000E1
5.426942855E1,3.742437167E1,-1.221712400E2,2.973977533E1,0.000000000E0,9.801000214E1,1.600000024E0,9.699999809E0
5.526942855E1,3.742437000E1,-1.221712350E2,2.983976963E1,0.000000000E0,1.012300034E2,1.600000024E0,9.500000000E0
5.626942855E1,3.742436667E1,-1.221712300E2,2.993976842E1,4.452347159E-1,1.179199982E2,1.500000000E0,9.600000381E0
5.726942855E1,3.742436500E1,-1.221712283E2,2.993976951E1,4.539850056E-1,1.087399979E2,1.500000000E0,9.100000381E0
5.827042855E1,3.742436167E1,-1.221712250E2,2.993977170E1,4.560438991E-1,1.204400024E2,1.500000000E0,8.800000191E0
5.927042855E1,3.742436000E1,-1.221712233E2,2.983977280E1,4.560438991E-1,1.265599976E2,1.500000000E0,9.100000381E0
6.027042855E1,3.742435833E1,-1.221712167E2,2.993976369E1,4.632500112E-1,1.184000015E2,1.500000000E0,9.100000381E0
6.127042855E1,3.742436167E1,-1.221712083E2,2.983973768E1,4.879566729E-1,1.082600021E2,1.500000000E0,9.100000381E0
6.227042855E1,3.742436333E1,-1.221712000E2,2.993971617E1,5.064866543E-1,1.085800018E2,1.500000000E0,9.100000381E0
6.327042855E1,3.742436667E1,-1.221711933E2,2.973969357E1,5.245019197E-1,9.862999725E1,1.500000000E0,9.199999809E0
6.427042855E1,3.742436667E1,-1.221711917E2,2.953969017E1,5.224430561E-1,1.175699997E2,1.500000000E0,9.399999619E0
6.527042855E1,3.742436333E1,-1.221711917E2,2.953969916E1,4.889861047E-1,1.271500015E2,1.500000000E0,9.500000000E0
6.627042855E1,3.742436167E1,-1.221711933E2,2.953970706E1,4.472936094E-1,1.652100067E2,1.399999976E0,9.300000191E0
6.727042855E1,3.742435833E1,-1.221711950E2,2.973971946E1,4.004538953E-1,1.793699951E2,1.399999976E0,9.199999809E0
6.827042855E1,3.742435500E1,-1.221711967E2,3.003973186E1,0.000000000E0,1.005699997E2,1.399999976E0,9.399999619E0
6.927042855E1,3.742435167E1,-1.221711983E2,3.043974426E1,0.000000000E0,4.447000122E1,1.299999952E0,9.500000000E0
7.027042855E1,3.742435000E1,-1.221711983E2,3.083974876E1,0.000000000E0,3.258900146E2,1.299999952E0,9.500000000E0
7.127042855E1,3.742435000E1,-1.221711983E2,3.083974876E1,0.000000000E0,3.258900146E2,1.299999952E0,9.199999809E0
7.227042855E1,3.742435000E1,-1.221711983E2,3.083974876E1,0.000000000E0,3.258900146E2,1.299999952E0,9.500000000E0
