"Time (s)","Pressure (hPa)"
1.047447969E0,1.015989990E3
1.983252433E0,1.015969971E3
2.919056897E0,1.015959961E3
3.854861361E0,1.015979980E3
4.790665825E0,1.015989990E3
5.726470289E0,1.016029968E3
6.662274753E0,1.015979980E3
7.598079217E0,1.016009949E3
8.533883681E0,1.016000000E3
9.469688145E0,1.016000000E3
1.040549261E1,1.015959961E3
1.134129707E1,1.016000000E3
1.227710154E1,1.015989990E3
1.321290600E1,1.016009949E3
1.414871046E1,1.016059998E3
1.508451493E1,1.015969971E3
1.602031939E1,1.015969971E3
1.695612386E1,1.015969971E3
1.789192832E1,1.016000000E3
1.882773279E1,1.016019958E3
1.976353725E1,1.016000000E3
2.069934171E1,1.015989990E3
2.163514618E1,1.016009949E3
2.257095064E1,1.016009949E3
2.350675510E1,1.016000000E3
2.444255957E1,1.016009949E3
2.537836403E1,1.015979980E3
2.631416850E1,1.015979980E3
2.724997296E1,1.015979980E3
2.818577742E1,1.015989990E3
2.912158189E1,1.015989990E3
3.005738635E1,1.015879944E3
3.099319082E1,1.015849976E3
3.192899528E1,1.015909973E3
3.286479974E1,1.015829956E3
3.380060421E1,1.015799988E3
3.473640867E1,1.015690002E3
3.567221314E1,1.015699951E3
3.660801760E1,1.015679993E3
3.754382206E1,1.015669983E3
3.847962653E1,1.015619995E3
3.941543099E1,1.015569946E3
4.035123546E1,1.015549988E3
4.128703992E1,1.015500000E3
4.222284438E1,1.015559998E3
4.315864885E1,1.015519958E3
4.409445331E1,1.015579956E3
4.503025778E1,1.015549988E3
4.596606224E1,1.015529968E3
4.690186670E1,1.015519958E3
4.783767117E1,1.015509949E3
4.877347563E1,1.015559998E3
4.970928010E1,1.015549988E3
