"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
1.625134829E1,3.742436333E1,-1.221712450E2,3.033980803E1,8.235555887E-2,7.505999756E1,1.600000024E0,1.600000000E1
1.725134829E1,3.742436000E1,-1.221712433E2,3.033981362E1,5.147222057E-2,1.010999985E2,1.600000024E0,1.550000000E1
1.825134829E1,3.742436000E1,-1.221712433E2,3.043981362E1,1.647111028E-2,5.306999969E1,1.500000000E0,1.600000000E1
1.925134829E1,3.742435667E1,-1.221712417E2,3.043981922E1,2.058888972E-2,1.573000031E2,1.500000000E0,1.569999981E1
2.025134829E1,3.742435833E1,-1.221712417E2,3.033981472E1,5.147222430E-3,2.185700073E2,1.500000000E0,1.550000000E1
2.125134829E1,3.742435833E1,-1.221712400E2,3.033981132E1,4.941333458E-2,1.177500000E2,1.500000000E0,1.589999962E1
2.225134829E1,3.742436000E1,-1.221712417E2,3.033981022E1,4.838388786E-2,2.817900085E2,1.500000000E0,2.010000038E1
2.325134829E1,3.742436167E1,-1.221712417E2,3.023980572E1,4.323666543E-2,3.186600037E2,1.500000000E0,1.950000000E1
2.425134829E1,3.742436167E1,-1.221712433E2,3.023980913E1,3.860416636E-2,2.112100067E2,1.500000000E0,1.879999924E1
2.525134829E1,3.742436000E1,-1.221712417E2,3.023981022E1,3.397166729E-2,2.812099915E2,1.500000000E0,1.820000076E1
2.625134829E1,3.742436167E1,-1.221712417E2,3.013980572E1,2.830972150E-2,2.662500000E2,1.500000000E0,1.960000038E1
2.725134829E1,3.742436167E1,-1.221712417E2,3.003980572E1,2.933916636E-2,5.684999847E1,1.600000024E0,1.960000038E1
2.825134829E1,3.742436000E1,-1.221712400E2,3.003980682E1,4.426611215E-2,1.325099945E2,1.600000024E0,1.850000000E1
2.925134829E1,3.742436000E1,-1.221712333E2,2.993979321E1,7.257582992E-2,1.159700012E2,1.600000024E0,1.850000000E1
3.025134829E1,3.742436500E1,-1.221712317E2,2.993977632E1,1.029444411E-1,1.002300034E2,1.600000024E0,2.120000076E1
3.125134829E1,3.742437000E1,-1.221712300E2,2.983975942E1,1.194155589E-1,6.873000336E1,1.600000024E0,2.189999962E1
3.225134829E1,3.742437333E1,-1.221712283E2,2.983974702E1,0.000000000E0,3.925000000E1,1.600000024E0,2.270000076E1
3.325134829E1,3.742437333E1,-1.221712200E2,2.993973001E1,0.000000000E0,7.158000183E1,1.600000024E0,1.810000038E1
3.425134829E1,3.742437333E1,-1.221712183E2,2.993972661E1,0.000000000E0,7.962999725E1,1.600000024E0,1.550000000E1
3.525134829E1,3.742437333E1,-1.221712183E2,2.993972661E1,0.000000000E0,7.962999725E1,1.600000024E0,1.310000038E1
3.625134829E1,3.742437333E1,-1.221712183E2,2.993972661E1,0.000000000E0,7.962999725E1,1.600000024E0,1.089999962E1
3.725134829E1,3.742437333E1,-1.221712183E2,2.993972661E1,0.000000000E0,7.962999725E1,1.600000024E0,1.089999962E1
3.825134829E1,3.742437333E1,-1.221712183E2,2.993972661E1,0.000000000E0,7.962999725E1,1.600000024E0,1.010000038E1
3.925134829E1,3.742437333E1,-1.221712183E2,2.993972661E1,0.000000000E0,7.962999725E1,1.600000024E0,1.000000000E1
4.025134829E1,3.742437333E1,-1.221712067E2,2.983970280E1,3.042008281E-1,9.566000366E1,1.600000024E0,9.800000191E0
4.125134829E1,3.742437167E1,-1.221712033E2,2.983970049E1,3.242749870E-1,8.341000366E1,1.500000000E0,9.600000381E0
4.225134829E1,3.742437000E1,-1.221711983E2,2.973969478E1,3.536141813E-1,8.470999908E1,1.500000000E0,9.699999809E0
4.325134829E1,3.742437000E1,-1.221711933E2,2.973968458E1,3.639086187E-1,7.726000214E1,1.500000000E0,9.899999619E0
4.425134829E1,3.742437000E1,-1.221711833E2,2.973966416E1,4.019980431E-1,8.412000275E1,1.500000000E0,9.899999619E0
4.525134829E1,3.742436667E1,-1.221711867E2,2.983967996E1,4.035422206E-1,8.434999847E1,1.399999976E0,9.100000381E0
4.625134829E1,3.742436500E1,-1.221711833E2,2.973967766E1,4.004538953E-1,1.020400009E2,1.500000000E0,9.000000000E0
4.725134829E1,3.742436833E1,-1.221711817E2,2.963966526E1,0.000000000E0,5.472999954E1,1.399999976E0,8.699999809E0
4.825134829E1,3.742437167E1,-1.221711800E2,2.963965286E1,0.000000000E0,2.679000092E1,1.399999976E0,8.699999809E0
4.925134829E1,3.742437500E1,-1.221711783E2,2.953964046E1,0.000000000E0,9.699999809E0,1.399999976E0,8.699999809E0
5.025134829E1,3.742437500E1,-1.221711783E2,2.953964046E1,0.000000000E0,9.699999809E0,1.399999976E0,8.399999619E0
5.125134829E1,3.742437500E1,-1.221711783E2,2.953964046E1,0.000000000E0,9.699999809E0,1.399999976E0,8.600000381E0
5.225134829E1,3.742437500E1,-1.221711783E2,2.953964046E1,0.000000000E0,9.699999809E0,1.399999976E0,8.399999619E0
5.325134829E1,3.742437500E1,-1.221711783E2,2.953964046E1,0.000000000E0,9.699999809E0,1.299999952E0,8.500000000E0
