"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
8.165484170E-1,3.742437333E1,-1.221712400E2,3.153977084E1,1.647111028E-2,3.504800110E2,2.400000095E0,3.909999847E1
1.316548417E0,3.742437333E1,-1.221712433E2,3.153977764E1,2.625083365E-2,3.247399902E2,2.400000095E0,2.050000000E1
2.096548417E0,3.742438667E1,-1.221712650E2,3.163978588E1,1.261069477E-1,3.031700134E2,2.099999905E0,1.989999962E1
2.596548417E0,3.742439167E1,-1.221712717E2,3.173978600E1,1.605933309E-1,3.066499939E2,1.799999952E0,2.010000038E1
3.096548417E0,3.742439833E1,-1.221712733E2,3.173977140E1,1.616227776E-1,3.143999939E2,1.700000048E0,2.039999962E1
3.596548417E0,3.742440167E1,-1.221712733E2,3.183976241E1,1.842705607E-1,3.231000061E2,1.600000024E0,2.160000038E1
4.096548417E0,3.742440333E1,-1.221712750E2,3.173976131E1,1.564755589E-1,3.383099976E2,1.600000024E0,2.170000076E1
5.096548417E0,3.742440333E1,-1.221712750E2,3.183976131E1,5.867833272E-2,2.856300049E2,1.500000000E0,2.250000000E1
6.096548417E0,3.742440333E1,-1.221712733E2,3.173975791E1,9.264999628E-2,3.854999924E1,1.500000000E0,1.970000076E1
7.096548417E0,3.742440167E1,-1.221712750E2,3.173976581E1,4.066305608E-2,2.361199951E2,1.500000000E0,1.900000000E1
8.096548417E0,3.742439833E1,-1.221712750E2,3.173977481E1,2.522138879E-2,2.453500061E2,1.500000000E0,1.820000076E1
9.096548417E0,3.742439667E1,-1.221712767E2,3.173978271E1,7.617888600E-2,2.093200073E2,1.500000000E0,1.820000076E1
1.009654842E1,3.742439667E1,-1.221712683E2,3.173976570E1,4.478083178E-2,1.122399979E2,1.500000000E0,1.750000000E1
1.109454842E1,3.742439667E1,-1.221712683E2,3.163976570E1,6.588444114E-2,3.266600037E2,1.500000000E0,1.660000038E1
