"Time (s)","Pressure (hPa)"
1.042199893E0,1.016000000E3
1.978004357E0,1.016000000E3
2.913808821E0,1.015969971E3
3.849613285E0,1.015959961E3
4.785417749E0,1.015959961E3
5.721222213E0,1.015959961E3
6.657026677E0,1.015989990E3
7.592831141E0,1.015989990E3
8.528635605E0,1.015959961E3
9.464440069E0,1.015969971E3
1.040024453E1,1.015989990E3
1.133604900E1,1.016039978E3
1.227185346E1,1.016009949E3
1.320765793E1,1.016009949E3
1.414346239E1,1.016029968E3
1.507926685E1,1.015969971E3
1.601507132E1,1.015989990E3
1.695087578E1,1.015969971E3
1.788668024E1,1.015989990E3
1.882248471E1,1.016019958E3
1.975828917E1,1.016009949E3
2.069409364E1,1.016000000E3
2.162989810E1,1.016009949E3
2.256570257E1,1.015949951E3
2.350150703E1,1.016039978E3
2.443731149E1,1.016009949E3
2.537311596E1,1.015989990E3
2.630892042E1,1.016009949E3
2.724472488E1,1.015969971E3
2.818052935E1,1.015989990E3
2.911633381E1,1.015969971E3
3.005213828E1,1.015940002E3
3.098794274E1,1.015929993E3
3.192374720E1,1.015899963E3
3.285955167E1,1.015869995E3
3.379535613E1,1.015859985E3
3.473116060E1,1.015819946E3
3.566696506E1,1.015739990E3
3.660276952E1,1.015759949E3
3.753857399E1,1.015690002E3
3.847437845E1,1.015649963E3
3.941018292E1,1.015649963E3
4.034598738E1,1.015619995E3
4.128179184E1,1.015569946E3
4.221759631E1,1.015539978E3
4.315340077E1,1.015519958E3
4.408920524E1,1.015529968E3
4.502500970E1,1.015559998E3
4.596081416E1,1.015539978E3
4.689661863E1,1.015569946E3
4.783242309E1,1.015589966E3
4.876822756E1,1.015579956E3
4.970403202E1,1.015569946E3
5.063983649E1,1.015559998E3
5.157564095E1,1.015569946E3
5.251144541E1,1.015519958E3
5.344724988E1,1.015539978E3
5.438305434E1,1.015599976E3
5.531885881E1,1.015559998E3
