"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
5.197999105E1,3.742436000E1,-1.221712717E2,3.463987146E1,6.259022355E-1,7.847000122E1,1.600000024E0,9.399999619E0
5.297999105E1,3.742436000E1,-1.221712517E2,3.383983063E1,6.748008132E-1,8.236000061E1,1.600000024E0,9.800000191E0
5.397999105E1,3.742436167E1,-1.221712417E2,3.373980572E1,5.893569589E-1,9.451999664E1,1.500000000E0,9.199999809E0
5.497999105E1,3.742436000E1,-1.221712317E2,3.373978981E1,5.023688674E-1,1.046500015E2,1.500000000E0,9.000000000E0
5.597999105E1,3.742436833E1,-1.221712167E2,3.343973670E1,4.369991720E-1,1.119000015E2,1.500000000E0,8.800000191E0
5.697999105E1,3.742436667E1,-1.221712100E2,3.363972759E1,4.086894393E-1,9.293000031E1,1.399999976E0,8.500000000E0
5.797999105E1,3.742436500E1,-1.221712050E2,3.383972188E1,0.000000000E0,9.080000305E1,1.399999976E0,8.600000381E0
5.897999105E1,3.742436500E1,-1.221711983E2,3.383970828E1,0.000000000E0,1.195999985E2,1.399999976E0,8.399999619E0
5.997999105E1,3.742436333E1,-1.221711917E2,3.403969916E1,0.000000000E0,1.069300003E2,1.399999976E0,8.199999809E0
6.097999105E1,3.742436333E1,-1.221711917E2,3.403969916E1,0.000000000E0,1.069300003E2,1.399999976E0,8.000000000E0
6.197999105E1,3.742436333E1,-1.221711917E2,3.403969916E1,0.000000000E0,1.069300003E2,1.299999952E0,8.000000000E0
6.297999105E1,3.742436333E1,-1.221711917E2,3.403969916E1,0.000000000E0,1.069300003E2,1.299999952E0,7.800000191E0
6.397999105E1,3.742436333E1,-1.221711917E2,3.403969916E1,0.000000000E0,1.069300003E2,1.299999952E0,7.599999905E0
6.497999105E1,3.742436333E1,-1.221711917E2,3.403969916E1,0.000000000E0,1.069300003E2,1.299999952E0,7.400000095E0
6.597999105E1,3.742436333E1,-1.221711917E2,3.403969916E1,0.000000000E0,1.069300003E2,1.299999952E0,7.500000000E0
6.697999105E1,3.742436333E1,-1.221711917E2,3.403969916E1,0.000000000E0,1.069300003E2,1.200000048E0,7.500000000E0
