"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
1.333307330E0,3.742436167E1,-1.221711883E2,3.053969686E1,5.764888972E-2,1.200599976E2,2.000000000E0,1.970000076E1
1.833307330E0,3.742436333E1,-1.221711917E2,3.053969916E1,5.806066394E-1,3.168099976E2,2.000000000E0,1.970000076E1
2.598307330E0,3.742437000E1,-1.221711967E2,3.053969138E1,1.164301634E0,3.328599854E2,2.200000048E0,1.100000000E1
3.098307330E0,3.742436833E1,-1.221712000E2,3.053970268E1,4.807505608E-1,2.873299866E2,2.200000048E0,1.100000000E1
3.598307330E0,3.742437000E1,-1.221712083E2,3.053971519E1,7.947311401E-1,2.992900085E2,2.200000048E0,1.230000019E1
4.098307330E0,3.742437167E1,-1.221712117E2,3.053971750E1,4.627352655E-1,3.022000122E2,2.200000048E0,1.269999981E1
5.098307330E0,3.742437167E1,-1.221712233E2,3.043974131E1,4.519261122E-1,2.998900146E2,2.200000048E0,1.330000019E1
6.098307330E0,3.742437167E1,-1.221712333E2,3.033976173E1,1.590491682E-1,3.063999939E2,1.899999976E0,1.360000038E1
7.098307330E0,3.742436833E1,-1.221712383E2,3.023978093E1,1.235333309E-1,2.965799866E2,1.799999952E0,1.610000038E1
8.098307330E0,3.742436500E1,-1.221712467E2,3.013980693E1,1.544166654E-1,3.184599915E2,1.700000048E0,1.469999981E1
9.098307330E0,3.742436167E1,-1.221712500E2,3.013982273E1,5.661944300E-2,3.199400024E2,1.700000048E0,1.400000000E1
1.009830733E1,3.742435833E1,-1.221712550E2,3.003984194E1,1.209597215E-1,3.253200073E2,1.600000024E0,1.539999962E1
1.109830733E1,3.742435667E1,-1.221712550E2,2.983984643E1,3.397166729E-2,1.086999989E1,1.600000024E0,1.489999962E1
1.209830733E1,3.742435333E1,-1.221712567E2,2.973985883E1,5.970777944E-2,2.421399994E2,1.600000024E0,1.500000000E1
1.309830733E1,3.742435167E1,-1.221712567E2,2.953986333E1,1.168419421E-1,3.254200134E2,1.600000024E0,1.510000038E1
1.409830733E1,3.742435000E1,-1.221712567E2,2.943986783E1,4.992805421E-2,3.071000061E2,1.500000000E0,1.460000038E1
1.509830733E1,3.742434667E1,-1.221712567E2,2.933987682E1,9.779722430E-3,2.135599976E2,1.500000000E0,1.400000000E1
1.609830733E1,3.742434500E1,-1.221712583E2,2.933988472E1,6.845805794E-2,2.857500000E2,1.500000000E0,1.369999981E1
1.709830733E1,3.742434500E1,-1.221712583E2,2.943988472E1,2.933916636E-2,1.077999973E1,1.500000000E0,1.380000019E1
1.809830733E1,3.742434500E1,-1.221712600E2,2.933988813E1,6.794333458E-2,3.244200134E2,1.500000000E0,1.389999962E1
1.909830733E1,3.742434667E1,-1.221712517E2,2.913986662E1,3.757472336E-2,3.586000061E1,1.500000000E0,1.410000038E1
2.009830733E1,3.742434833E1,-1.221712450E2,2.893984851E1,5.044277757E-2,3.377399902E2,1.399999976E0,1.369999981E1
2.109830733E1,3.742435000E1,-1.221712450E2,2.893984401E1,5.250166729E-2,3.172600098E2,1.399999976E0,1.419999981E1
2.209830733E1,3.742435000E1,-1.221712450E2,2.883984401E1,4.683972150E-2,2.889800110E2,1.399999976E0,1.410000038E1
2.309830733E1,3.742435000E1,-1.221712450E2,2.883984401E1,3.757472336E-2,1.366300049E2,1.399999976E0,1.539999962E1
2.409830733E1,3.742435167E1,-1.221712467E2,2.883984292E1,3.603055701E-2,2.899599915E2,1.399999976E0,1.510000038E1
2.509830733E1,3.742435167E1,-1.221712450E2,2.873983952E1,4.375138879E-2,3.218699951E2,1.399999976E0,1.560000038E1
2.609830733E1,3.742435333E1,-1.221712450E2,2.863983502E1,4.066305608E-2,3.577799988E2,1.399999976E0,1.600000000E1
2.709830733E1,3.742435333E1,-1.221712467E2,2.873983842E1,4.632499814E-2,3.510700073E2,1.399999976E0,1.610000038E1
2.809830733E1,3.742435667E1,-1.221712450E2,2.873982602E1,7.257582992E-2,5.950999832E1,1.399999976E0,1.550000000E1
2.909830733E1,3.742435667E1,-1.221712400E2,2.863981582E1,1.122094467E-1,9.591999817E1,1.500000000E0,1.589999962E1
3.009830733E1,3.742435500E1,-1.221712350E2,2.873981011E1,1.585344374E-1,1.060699997E2,1.500000000E0,1.539999962E1
3.109830733E1,3.742435333E1,-1.221712367E2,2.863981801E1,1.945649981E-1,1.130299988E2,1.600000024E0,1.580000019E1
3.209830733E1,3.742435667E1,-1.221712367E2,2.883980901E1,0.000000000E0,1.008700027E2,1.600000024E0,1.689999962E1
3.309830733E1,3.742436333E1,-1.221712367E2,2.883979102E1,0.000000000E0,5.831000137E1,1.600000024E0,1.280000019E1
3.409830733E1,3.742437000E1,-1.221712300E2,2.903975942E1,0.000000000E0,5.852000046E1,1.600000024E0,1.260000038E1
3.509830733E1,3.742437333E1,-1.221712233E2,2.923973682E1,3.268485963E-1,8.369999695E1,1.600000024E0,1.250000000E1
3.609830733E1,3.742437667E1,-1.221712267E2,2.933973462E1,0.000000000E0,8.647000122E1,1.600000024E0,1.119999981E1
3.709830733E1,3.742438167E1,-1.221712283E2,2.943972453E1,0.000000000E0,7.411000061E1,1.600000024E0,1.089999962E1
3.809830733E1,3.742438500E1,-1.221712233E2,2.953970533E1,0.000000000E0,6.766999817E1,1.500000000E0,1.089999962E1
3.909830733E1,3.742438667E1,-1.221712150E2,2.953968382E1,4.066305459E-1,7.233000183E1,1.500000000E0,9.899999619E0
4.009830733E1,3.742438500E1,-1.221712117E2,2.953968152E1,0.000000000E0,7.998999786E1,1.600000024E0,1.000000000E1
4.109830733E1,3.742438333E1,-1.221712033E2,2.953966900E1,0.000000000E0,8.547000122E1,1.500000000E0,9.699999809E0
4.209830733E1,3.742438333E1,-1.221711967E2,2.963965540E1,4.174397290E-1,9.365000153E1,1.600000024E0,9.699999809E0
4.309830733E1,3.742438000E1,-1.221711917E2,2.983965419E1,4.344255626E-1,1.105400009E2,1.600000024E0,9.899999619E0
4.409830733E1,3.742437833E1,-1.221711850E2,2.983964508E1,4.472936094E-1,1.088600006E2,1.600000024E0,9.800000191E0
4.509830733E1,3.742437500E1,-1.221711817E2,2.993964727E1,4.416316748E-1,1.326199951E2,1.500000000E0,9.800000191E0
4.609830733E1,3.742437167E1,-1.221711733E2,2.983963925E1,4.406022131E-1,1.303899994E2,1.500000000E0,9.100000381E0
4.709830733E1,3.742436833E1,-1.221711717E2,2.983964485E1,4.303077757E-1,1.341499939E2,1.500000000E0,9.199999809E0
4.809830733E1,3.742436833E1,-1.221711683E2,2.973963804E1,0.000000000E0,1.519400024E2,1.500000000E0,9.100000381E0
4.909830733E1,3.742436833E1,-1.221711700E2,2.973964144E1,0.000000000E0,2.082100067E2,1.399999976E0,9.100000381E0
5.009830733E1,3.742436833E1,-1.221711700E2,2.963964144E1,0.000000000E0,2.603900146E2,1.399999976E0,9.300000191E0
5.109830733E1,3.742436833E1,-1.221711700E2,2.963964144E1,0.000000000E0,2.603900146E2,1.399999976E0,9.800000191E0
5.209830733E1,3.742436833E1,-1.221711700E2,2.963964144E1,0.000000000E0,2.603900146E2,1.399999976E0,9.199999809E0
5.309830733E1,3.742436833E1,-1.221711700E2,2.963964144E1,0.000000000E0,2.603900146E2,1.399999976E0,9.300000191E0
5.409830733E1,3.742436833E1,-1.221711700E2,2.963964144E1,0.000000000E0,2.603900146E2,1.399999976E0,9.300000191E0
5.509830733E1,3.742436833E1,-1.221711700E2,2.963964144E1,0.000000000E0,2.603900146E2,1.399999976E0,9.399999619E0
