"Time (s)","Pressure (hPa)"
9.458866330E-1,1.016369995E3
1.881691097E0,1.016359985E3
2.817495561E0,1.016389954E3
3.753300025E0,1.016319946E3
4.689104489E0,1.016349976E3
5.624908953E0,1.016319946E3
6.560713417E0,1.016339966E3
7.496517881E0,1.016329956E3
8.432322345E0,1.016339966E3
9.368126809E0,1.016349976E3
1.030393127E1,1.016359985E3
1.123973574E1,1.016359985E3
1.217554020E1,1.016259949E3
1.311134466E1,1.016339966E3
1.404714913E1,1.016349976E3
1.498295359E1,1.016379944E3
1.591875806E1,1.016369995E3
1.685456252E1,1.016349976E3
1.779036699E1,1.016339966E3
1.872617145E1,1.016349976E3
1.966197591E1,1.016379944E3
2.059778038E1,1.016369995E3
2.153358484E1,1.016359985E3
2.246938930E1,1.016319946E3
2.340519377E1,1.016349976E3
2.434099823E1,1.016369995E3
2.527680270E1,1.016369995E3
2.621260716E1,1.016389954E3
2.714841162E1,1.016339966E3
2.808421609E1,1.016339966E3
2.902002055E1,1.016339966E3
2.995582502E1,1.016309998E3
3.089162948E1,1.016329956E3
3.182743395E1,1.016369995E3
3.276323841E1,1.016339966E3
3.369904287E1,1.016329956E3
3.463484734E1,1.016329956E3
3.557065180E1,1.016359985E3
3.650645627E1,1.016379944E3
3.744226073E1,1.016299988E3
3.837806519E1,1.016289978E3
3.931386966E1,1.016259949E3
4.024967412E1,1.016239990E3
4.118547859E1,1.016179993E3
4.212128305E1,1.016229980E3
4.305708751E1,1.016159973E3
4.399289198E1,1.016129944E3
4.492869644E1,1.016159973E3
4.586450090E1,1.016079956E3
4.680030537E1,1.016069946E3
4.773610983E1,1.016069946E3
4.867191430E1,1.016019958E3
4.960771876E1,1.016009949E3
5.054352322E1,1.015969971E3
5.147932769E1,1.015969971E3
5.241513215E1,1.015959961E3
5.335093662E1,1.015839966E3
5.428674108E1,1.015909973E3
5.522254554E1,1.015919983E3
5.615835001E1,1.015879944E3
5.709415447E1,1.015940002E3
5.802995894E1,1.015929993E3
5.896576340E1,1.015909973E3
