"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
3.423106220E1,3.742433333E1,-1.221713133E2,3.714002848E1,0.000000000E0,3.391700134E2,1.399999976E0,1.050000000E1
3.523106220E1,3.742433333E1,-1.221713133E2,3.714002848E1,0.000000000E0,3.391700134E2,1.399999976E0,9.800000191E0
3.623106220E1,3.742433333E1,-1.221713133E2,3.714002848E1,0.000000000E0,3.391700134E2,1.399999976E0,1.019999981E1
3.723106220E1,3.742433333E1,-1.221713133E2,3.714002848E1,0.000000000E0,3.391700134E2,1.500000000E0,1.050000000E1
3.823106220E1,3.742433333E1,-1.221713133E2,3.714002848E1,0.000000000E0,3.391700134E2,1.500000000E0,1.080000019E1
3.923106220E1,3.742433333E1,-1.221713133E2,3.714002848E1,0.000000000E0,3.391700134E2,1.500000000E0,1.100000000E1
4.023106220E1,3.742433333E1,-1.221713133E2,3.714002848E1,0.000000000E0,3.391700134E2,1.600000024E0,1.110000038E1
4.123106220E1,3.742433333E1,-1.221713133E2,3.714002848E1,0.000000000E0,3.391700134E2,1.600000024E0,1.160000038E1
4.223106220E1,3.742433333E1,-1.221713133E2,3.714002848E1,0.000000000E0,3.391700134E2,1.600000024E0,1.130000019E1
4.323106220E1,3.742433333E1,-1.221713133E2,3.714002848E1,0.000000000E0,3.391700134E2,1.600000024E0,1.050000000E1
4.423106220E1,3.742433333E1,-1.221713133E2,3.714002848E1,0.000000000E0,3.391700134E2,1.600000024E0,1.080000019E1
4.523106220E1,3.742433333E1,-1.221713133E2,3.714002848E1,0.000000000E0,3.391700134E2,1.500000000E0,9.699999809E0
4.623106220E1,3.742433333E1,-1.221713133E2,3.714002848E1,0.000000000E0,3.391700134E2,1.500000000E0,9.699999809E0
4.723106220E1,3.742433333E1,-1.221713133E2,3.714002848E1,0.000000000E0,3.391700134E2,1.500000000E0,9.699999809E0
4.823106220E1,3.742433333E1,-1.221713133E2,3.714002848E1,0.000000000E0,3.391700134E2,1.500000000E0,9.300000191E0
4.923106220E1,3.742435333E1,-1.221712350E2,3.683981461E1,3.778060973E-1,1.270699997E2,1.399999976E0,9.300000191E0
5.023106220E1,3.742435333E1,-1.221712283E2,3.693980100E1,3.850122094E-1,8.216999817E1,1.399999976E0,9.300000191E0
5.123106220E1,3.742435500E1,-1.221712233E2,3.703978629E1,3.958213925E-1,7.244000244E1,1.399999976E0,9.300000191E0
5.223106220E1,3.742436000E1,-1.221712200E2,3.673976600E1,0.000000000E0,5.861999893E1,1.399999976E0,9.000000000E0
5.323106220E1,3.742436333E1,-1.221712167E2,3.663975020E1,0.000000000E0,7.008999634E1,1.399999976E0,9.000000000E0
5.423106220E1,3.742436500E1,-1.221712083E2,3.663972869E1,4.117777646E-1,9.712000275E1,1.399999976E0,8.399999619E0
5.523106220E1,3.742436667E1,-1.221712050E2,3.653971739E1,4.210427701E-1,1.068099976E2,1.399999976E0,8.600000381E0
5.623106220E1,3.742436667E1,-1.221712033E2,3.643971398E1,0.000000000E0,1.975299988E2,1.399999976E0,8.300000191E0
5.723106220E1,3.742436833E1,-1.221712000E2,3.613970268E1,0.000000000E0,1.138199997E2,1.399999976E0,8.199999809E0
5.823106220E1,3.742436667E1,-1.221711983E2,3.573970378E1,0.000000000E0,3.595000076E1,1.299999952E0,8.100000381E0
5.923106220E1,3.742436667E1,-1.221711983E2,3.573970378E1,0.000000000E0,3.595000076E1,1.399999976E0,8.500000000E0
