"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
8.207162540E-1,3.742433833E1,-1.221712250E2,3.143983467E1,2.058888786E-3,2.601499939E2,2.000000000E0,2.970000076E1
1.320716254E0,3.742433833E1,-1.221712250E2,3.143983467E1,3.603055608E-3,4.427999878E1,2.000000000E0,2.479999924E1
1.849716254E0,3.742434000E1,-1.221712267E2,3.153983358E1,1.801527850E-2,1.238000011E1,2.000000000E0,1.920000076E1
2.349716254E0,3.742435167E1,-1.221712283E2,3.173980550E1,1.060327813E-1,1.159999967E0,1.899999976E0,1.950000000E1
2.849716254E0,3.742436000E1,-1.221712317E2,3.183978981E1,1.616227776E-1,3.475199890E2,1.799999952E0,2.070000076E1
3.349716254E0,3.742436667E1,-1.221712317E2,3.183977182E1,2.105213851E-1,3.582399902E2,1.700000048E0,2.179999924E1
3.849716254E0,3.742437333E1,-1.221712333E2,3.193975723E1,2.259630561E-1,3.538699951E2,1.600000024E0,2.379999924E1
5.349716254E0,3.742438000E1,-1.221712350E2,3.183974264E1,2.177274972E-1,1.844000053E1,1.600000024E0,2.250000000E1
6.349716254E0,3.742438167E1,-1.221712400E2,3.163974835E1,1.080916673E-1,3.364200134E2,1.500000000E0,1.960000038E1
7.349716254E0,3.742438167E1,-1.221712433E2,3.153975515E1,1.492694486E-2,2.726499939E2,1.500000000E0,1.929999924E1
8.349716254E0,3.742438167E1,-1.221712467E2,3.133976195E1,4.169249907E-2,4.513000107E1,1.500000000E0,1.839999962E1
9.349716254E0,3.742438000E1,-1.221712500E2,3.113977326E1,4.169249907E-2,2.115800018E2,1.399999976E0,1.900000000E1
1.034971625E1,3.742438000E1,-1.221712500E2,3.103977326E1,4.992805421E-2,5.727999878E1,1.399999976E0,1.789999962E1
1.134971625E1,3.742438000E1,-1.221712517E2,3.083977666E1,9.573833644E-2,9.216999817E1,1.399999976E0,1.860000038E1
1.234971625E1,3.742438000E1,-1.221712533E2,3.073978006E1,3.603055701E-2,1.672700043E2,1.399999976E0,1.850000000E1
1.334971625E1,3.742437833E1,-1.221712533E2,3.073978456E1,5.250166729E-2,1.834700012E2,1.399999976E0,1.910000038E1
1.434971625E1,3.742437833E1,-1.221712533E2,3.063978456E1,4.426611215E-2,3.426799927E2,1.399999976E0,1.960000038E1
1.534971625E1,3.742437667E1,-1.221712533E2,3.063978906E1,1.286805514E-2,8.498999786E1,1.399999976E0,2.010000038E1
1.634971625E1,3.742437667E1,-1.221712517E2,3.053978565E1,1.544166636E-2,2.391600037E2,1.399999976E0,2.060000038E1
1.734971625E1,3.742437500E1,-1.221712533E2,3.053979355E1,1.116947234E-1,2.462500000E2,1.399999976E0,2.060000038E1
1.834971625E1,3.742437500E1,-1.221712517E2,3.053979015E1,5.559000000E-2,2.210000000E2,1.399999976E0,2.289999962E1
1.934971625E1,3.742437500E1,-1.221712500E2,3.043978675E1,3.242750093E-2,9.405000305E1,1.399999976E0,2.379999924E1
2.034971625E1,3.742437333E1,-1.221712483E2,3.043978785E1,4.941333458E-2,9.637000275E1,1.399999976E0,2.370000076E1
2.134971625E1,3.742437333E1,-1.221712467E2,3.043978444E1,4.426611215E-2,1.016699982E2,1.500000000E0,2.310000038E1
2.234971625E1,3.742437333E1,-1.221712467E2,3.043978444E1,4.220722243E-2,9.986000061E1,1.500000000E0,2.320000076E1
2.334971625E1,3.742437167E1,-1.221712467E2,3.043978894E1,4.117777944E-2,2.600000000E2,1.500000000E0,2.379999924E1
2.434971625E1,3.742437167E1,-1.221712467E2,3.043978894E1,4.220722243E-2,2.609500122E2,1.500000000E0,2.350000000E1
2.534971625E1,3.742437167E1,-1.221712483E2,3.043979234E1,4.426611215E-2,3.013299866E2,1.500000000E0,2.460000038E1
2.634971625E1,3.742437167E1,-1.221712500E2,3.053979575E1,4.838388786E-2,2.857799988E2,1.500000000E0,2.579999924E1
2.734971625E1,3.742437167E1,-1.221712500E2,3.053979575E1,3.911888972E-2,3.381700134E2,1.600000024E0,2.610000038E1
2.834971625E1,3.742437167E1,-1.221712533E2,3.053980255E1,3.654527664E-2,2.523899994E2,1.600000024E0,2.610000038E1
2.934971625E1,3.742437167E1,-1.221712550E2,3.053980595E1,3.963360935E-2,2.581300049E2,1.600000024E0,2.510000038E1
3.034971625E1,3.742436667E1,-1.221712533E2,3.063981604E1,9.264999628E-2,1.222699966E2,1.600000024E0,2.460000038E1
3.134971625E1,3.742436000E1,-1.221712517E2,3.023983063E1,1.703730524E-1,9.016999817E1,1.700000048E0,2.139999962E1
3.234971625E1,3.742436000E1,-1.221712467E2,2.973982043E1,2.100066692E-1,6.790000153E1,1.899999976E0,1.800000000E1
3.334971625E1,3.742436667E1,-1.221712417E2,2.963979223E1,2.614789009E-1,5.708000183E1,1.899999976E0,1.829999924E1
3.434971625E1,3.742437167E1,-1.221712367E2,2.963976853E1,3.247897327E-1,5.209000015E1,1.899999976E0,1.779999924E1
3.534971625E1,3.742438000E1,-1.221712300E2,2.973973243E1,3.927330673E-1,5.150999832E1,1.899999976E0,1.779999924E1
3.634971625E1,3.742438167E1,-1.221712250E2,2.953971773E1,4.550144374E-1,5.336000061E1,1.899999976E0,1.739999962E1
3.734971625E1,3.742438500E1,-1.221712217E2,2.943970193E1,5.188400149E-1,5.397999954E1,1.899999976E0,1.689999962E1
3.834971625E1,3.742438667E1,-1.221712117E2,2.953967702E1,5.821508169E-1,6.465000153E1,1.799999952E0,1.689999962E1
3.934971625E1,3.742438500E1,-1.221712000E2,2.973965770E1,6.480352879E-1,6.887000275E1,1.799999952E0,1.560000038E1
4.034971625E1,3.742438167E1,-1.221711933E2,3.003965309E1,6.552413702E-1,7.901000214E1,1.700000048E0,1.430000019E1
4.134971625E1,3.742438000E1,-1.221711850E2,3.023964058E1,6.434027553E-1,7.759999847E1,1.700000048E0,1.439999962E1
4.234971625E1,3.742438000E1,-1.221711800E2,3.033963037E1,6.624475121E-1,7.051000214E1,1.700000048E0,1.280000019E1
4.334971625E1,3.742437833E1,-1.221711800E2,3.053963487E1,6.449469328E-1,7.312000275E1,1.700000048E0,1.330000019E1
4.434971625E1,3.742437667E1,-1.221711783E2,3.073963597E1,6.063427925E-1,9.884999847E1,1.600000024E0,1.219999981E1
4.534971625E1,3.742437667E1,-1.221711783E2,3.093963597E1,5.481791496E-1,9.750000000E1,1.500000000E0,1.210000038E1
4.634971625E1,3.742437500E1,-1.221711800E2,3.103964387E1,4.838388860E-1,1.140899963E2,1.500000000E0,1.210000038E1
4.734971625E1,3.742437333E1,-1.221711833E2,3.123965517E1,4.210427701E-1,2.160200043E2,1.500000000E0,1.330000019E1
4.834971625E1,3.742436667E1,-1.221711850E2,3.133967656E1,0.000000000E0,2.005000000E2,1.399999976E0,1.339999962E1
4.934971625E1,3.742436000E1,-1.221711883E2,3.123970136E1,0.000000000E0,3.456400146E2,1.399999976E0,1.250000000E1
5.034971625E1,3.742435833E1,-1.221711883E2,3.123970585E1,0.000000000E0,3.173999939E2,1.399999976E0,1.150000000E1
5.134971625E1,3.742435833E1,-1.221711883E2,3.123970585E1,0.000000000E0,3.173999939E2,1.299999952E0,1.130000019E1
5.234971625E1,3.742435833E1,-1.221711883E2,3.123970585E1,0.000000000E0,3.173999939E2,1.299999952E0,1.060000038E1
5.334971625E1,3.742435833E1,-1.221711883E2,3.123970585E1,0.000000000E0,3.173999939E2,1.299999952E0,1.060000038E1
