"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
1.327096053E0,3.742438333E1,-1.221711817E2,2.913962478E1,5.301639065E-2,1.633500061E2,1.899999976E0,1.939999962E1
1.827096053E0,3.742438000E1,-1.221711817E2,2.913963377E1,6.336230636E-1,1.946600037E2,1.899999976E0,1.829999924E1
2.331096053E0,3.742436667E1,-1.221711867E2,2.913967996E1,2.927225351E0,1.906999969E2,2.000000000E0,1.580000019E1
2.831096053E0,3.742434667E1,-1.221711933E2,2.913974754E1,4.195500851E0,1.936799927E2,2.099999905E0,1.210000038E1
3.331096053E0,3.742432333E1,-1.221712117E2,2.903984794E1,5.050454617E0,2.028600006E2,2.200000048E0,1.210000038E1
3.831096053E0,3.742431333E1,-1.221712183E2,2.903988853E1,4.399845600E0,2.042599945E2,2.200000048E0,1.260000038E1
5.331096053E0,3.742427000E1,-1.221712517E2,2.894007353E1,4.091012001E0,2.040800018E2,2.400000095E0,1.360000038E1
6.331096053E0,3.742428500E1,-1.221712533E2,2.884003645E1,4.946480691E-1,2.073000031E2,2.400000095E0,1.460000038E1
7.331096053E0,3.742429000E1,-1.221712567E2,2.874002976E1,1.729466617E-1,1.806000061E2,2.299999952E0,1.739999962E1
8.331096053E0,3.742428833E1,-1.221712650E2,2.884005127E1,5.456055701E-2,1.706399994E2,2.099999905E0,1.489999962E1
9.331096053E0,3.742429667E1,-1.221712683E2,2.904003558E1,6.331083179E-2,2.374199982E2,1.899999976E0,1.339999962E1
1.033109605E1,3.742430667E1,-1.221712700E2,2.914001199E1,7.206111215E-3,3.238599854E2,1.799999952E0,1.310000038E1
1.133109605E1,3.742431167E1,-1.221712700E2,2.913999850E1,7.206111401E-2,4.638999939E1,1.799999952E0,1.319999981E1
1.233109605E1,3.742431167E1,-1.221712767E2,2.924001211E1,4.735444486E-2,2.878299866E2,1.700000048E0,1.339999962E1
1.333109605E1,3.742431167E1,-1.221712800E2,2.924001891E1,4.066305608E-2,3.278099976E2,1.700000048E0,1.339999962E1
1.433109605E1,3.742431167E1,-1.221712833E2,2.934002572E1,2.110361122E-2,1.506199951E2,1.600000024E0,1.360000038E1
1.533109605E1,3.742431167E1,-1.221712833E2,2.934002572E1,7.103166729E-2,1.260899963E2,1.600000024E0,1.360000038E1
1.633209605E1,3.742431000E1,-1.221712833E2,2.934003022E1,3.242750093E-2,1.856000061E2,1.600000024E0,1.360000038E1
1.733209605E1,3.742431000E1,-1.221712833E2,2.934003022E1,2.830972150E-2,2.145800018E2,1.500000000E0,1.489999962E1
1.833209605E1,3.742431333E1,-1.221712850E2,2.944002462E1,1.853000000E-2,1.652299957E2,1.500000000E0,1.430000019E1
1.933209605E1,3.742431500E1,-1.221712867E2,2.954002353E1,4.169249907E-2,2.384700012E2,1.500000000E0,1.469999981E1
2.033209605E1,3.742431500E1,-1.221712850E2,2.954002012E1,1.029444486E-2,2.955199890E2,1.500000000E0,1.710000038E1
2.133209605E1,3.742431833E1,-1.221712817E2,2.954000432E1,3.191277757E-2,1.240599976E2,1.500000000E0,1.580000019E1
2.233209605E1,3.742432333E1,-1.221712783E2,2.953998402E1,3.036861122E-2,5.809999943E0,1.500000000E0,1.539999962E1
2.333209605E1,3.742432500E1,-1.221712717E2,2.943996592E1,3.242750093E-2,4.761999893E1,1.500000000E0,1.460000038E1
2.433209605E1,3.742432833E1,-1.221712683E2,2.923995012E1,3.242750093E-2,1.940000000E2,1.500000000E0,1.650000000E1
2.533209605E1,3.742433167E1,-1.221712650E2,2.913993432E1,2.573611028E-2,1.390000000E2,1.399999976E0,1.569999981E1
2.633209605E1,3.742433333E1,-1.221712617E2,2.893992301E1,2.316249907E-2,5.304999924E1,1.399999976E0,1.539999962E1
2.733209605E1,3.742433667E1,-1.221712583E2,2.883990721E1,2.161833271E-2,1.889900055E2,1.399999976E0,1.539999962E1
2.833209605E1,3.742434000E1,-1.221712567E2,2.883989482E1,2.110361122E-2,1.950099945E2,1.399999976E0,1.500000000E1
2.933209605E1,3.742434333E1,-1.221712550E2,2.873988242E1,1.955944486E-2,5.722000122E1,1.399999976E0,1.519999981E1
3.033209605E1,3.742434667E1,-1.221712533E2,2.863987002E1,2.007416636E-2,3.536799927E2,1.399999976E0,1.489999962E1
3.133209605E1,3.742434833E1,-1.221712500E2,2.853985872E1,2.007416636E-2,2.188699951E2,1.399999976E0,1.519999981E1
3.233209605E1,3.742435000E1,-1.221712500E2,2.843985422E1,0.000000000E0,6.487999725E1,1.399999976E0,1.480000019E1
3.333209605E1,3.742435333E1,-1.221712483E2,2.843984182E1,0.000000000E0,3.479400024E2,1.399999976E0,1.330000019E1
3.433209605E1,3.742435667E1,-1.221712483E2,2.823983283E1,0.000000000E0,8.699999809E0,1.399999976E0,1.310000038E1
3.533209605E1,3.742435667E1,-1.221712483E2,2.823983283E1,0.000000000E0,8.699999809E0,1.399999976E0,1.269999981E1
3.633209605E1,3.742435667E1,-1.221712483E2,2.823983283E1,0.000000000E0,8.699999809E0,1.500000000E0,1.180000019E1
